t,state,qr,qe,demand,inventory,period_cost,demand_low,demand_high,avg_sim_cost,dp_value
9,"(6, 0, 0)",6,0,3,3,15.0,2,6,52.099998474121094,53.62250477632059
10,"(3, 6, 1)",0,3,5,7,65.0,2,6,52.099998474121094,53.62250477632059
11,"(7, 0, 2)",0,0,2,5,25.0,2,6,52.099998474121094,53.62250477632059
12,"(5, 0, 0)",6,1,2,4,40.0,2,6,52.099998474121094,53.62250477632059
13,"(4, 6, 1)",0,2,4,8,50.0,2,6,52.099998474121094,53.62250477632059
14,"(8, 0, 2)",0,0,4,4,20.0,2,6,52.099998474121094,53.62250477632059
15,"(4, 0, 0)",6,2,5,1,45.0,2,6,52.099998474121094,53.62250477632059
16,"(1, 6, 1)",0,5,2,10,120.0,2,6,52.099998474121094,53.62250477632059
17,"(10, 0, 2)",0,0,5,5,25.0,2,6,52.099998474121094,53.62250477632059
18,"(5, 0, 0)",6,1,5,1,25.0,2,6,52.099998474121094,53.62250477632059
19,"(1, 6, 1)",0,5,5,7,105.0,2,6,52.099998474121094,53.62250477632059
20,"(7, 0, 2)",0,0,2,5,25.0,2,6,52.099998474121094,53.62250477632059
21,"(5, 0, 0)",6,1,3,3,35.0,2,6,52.099998474121094,53.62250477632059
22,"(3, 6, 1)",0,3,2,10,80.0,2,6,52.099998474121094,53.62250477632059
23,"(10, 0, 2)",0,0,2,8,40.0,2,6,52.099998474121094,53.62250477632059
24,"(8, 0, 0)",6,0,5,3,15.0,2,6,52.099998474121094,53.62250477632059
25,"(3, 6, 1)",0,3,4,8,70.0,2,6,52.099998474121094,53.62250477632059
26,"(8, 0, 2)",0,0,5,3,15.0,2,6,52.099998474121094,53.62250477632059
27,"(3, 0, 0)",6,3,3,3,75.0,2,6,52.099998474121094,53.62250477632059
28,"(3, 6, 1)",0,3,4,8,70.0,2,6,52.099998474121094,53.62250477632059
29,"(8, 0, 2)",0,0,2,6,30.0,2,6,52.099998474121094,53.62250477632059
30,"(6, 0, 0)",6,0,5,1,5.0,2,6,52.099998474121094,53.62250477632059
31,"(1, 6, 1)",0,5,3,9,115.0,2,6,52.099998474121094,53.62250477632059
32,"(9, 0, 2)",0,0,3,6,30.0,2,6,52.099998474121094,53.62250477632059
33,"(6, 0, 0)",6,0,2,4,20.0,2,6,52.099998474121094,53.62250477632059
34,"(4, 6, 1)",0,2,4,8,50.0,2,6,52.099998474121094,53.62250477632059
35,"(8, 0, 2)",0,0,6,2,10.0,2,6,52.099998474121094,53.62250477632059
36,"(2, 0, 0)",6,4,5,1,85.0,2,6,52.099998474121094,53.62250477632059
37,"(1, 6, 1)",0,5,3,9,115.0,2,6,52.099998474121094,53.62250477632059
38,"(9, 0, 2)",0,0,4,5,25.0,2,6,52.099998474121094,53.62250477632059
39,"(5, 0, 0)",6,1,4,2,30.0,2,6,52.099998474121094,53.62250477632059
40,"(2, 6, 1)",0,4,2,10,100.0,2,6,52.099998474121094,53.62250477632059
41,"(10, 0, 2)",0,0,6,4,20.0,2,6,52.099998474121094,53.62250477632059
42,"(4, 0, 0)",6,2,4,2,50.0,2,6,52.099998474121094,53.62250477632059
43,"(2, 6, 1)",0,4,5,7,85.0,2,6,52.099998474121094,53.62250477632059
44,"(7, 0, 2)",0,0,3,4,20.0,2,6,52.099998474121094,53.62250477632059
45,"(4, 0, 0)",6,2,3,3,55.0,2,6,52.099998474121094,53.62250477632059
46,"(3, 6, 1)",0,3,4,8,70.0,2,6,52.099998474121094,53.62250477632059
47,"(8, 0, 2)",0,0,5,3,15.0,2,6,52.099998474121094,53.62250477632059
48,"(3, 0, 0)",6,3,5,1,65.0,2,6,52.099998474121094,53.62250477632059
49,"(1, 6, 1)",0,5,3,9,115.0,2,6,52.099998474121094,53.62250477632059
50,"(9, 0, 2)",0,0,6,3,15.0,2,6,52.099998474121094,53.62250477632059
51,"(3, 0, 0)",6,3,4,2,70.0,2,6,52.099998474121094,53.62250477632059
52,"(2, 6, 1)",0,4,2,10,100.0,2,6,52.099998474121094,53.62250477632059
53,"(10, 0, 2)",0,0,3,7,35.0,2,6,52.099998474121094,53.62250477632059
54,"(7, 0, 0)",6,0,6,1,5.0,2,6,52.099998474121094,53.62250477632059
55,"(1, 6, 1)",0,5,4,8,110.0,2,6,52.099998474121094,53.62250477632059
56,"(8, 0, 2)",0,0,4,4,20.0,2,6,52.099998474121094,53.62250477632059
57,"(4, 0, 0)",6,2,3,3,55.0,2,6,52.099998474121094,53.62250477632059
58,"(3, 6, 1)",0,3,3,9,75.0,2,6,52.099998474121094,53.62250477632059
59,"(9, 0, 2)",0,0,2,7,35.0,2,6,52.099998474121094,53.62250477632059
60,"(7, 0, 0)",6,0,2,5,25.0,2,6,52.099998474121094,53.62250477632059
61,"(5, 6, 1)",0,1,5,7,25.0,2,6,52.099998474121094,53.62250477632059
62,"(7, 0, 2)",0,0,6,1,5.0,2,6,52.099998474121094,53.62250477632059
63,"(1, 0, 0)",6,5,6,0,100.0,2,6,52.099998474121094,53.62250477632059
64,"(0, 6, 1)",0,6,2,10,140.0,2,6,52.099998474121094,53.62250477632059
65,"(10, 0, 2)",0,0,5,5,25.0,2,6,52.099998474121094,53.62250477632059
66,"(5, 0, 0)",6,1,2,4,40.0,2,6,52.099998474121094,53.62250477632059
67,"(4, 6, 1)",0,2,5,7,45.0,2,6,52.099998474121094,53.62250477632059
68,"(7, 0, 2)",0,0,6,1,5.0,2,6,52.099998474121094,53.62250477632059
69,"(1, 0, 0)",6,5,6,0,100.0,2,6,52.099998474121094,53.62250477632059
70,"(0, 6, 1)",0,6,6,6,120.0,2,6,52.099998474121094,53.62250477632059
71,"(6, 0, 2)",0,0,6,0,0.0,2,6,52.099998474121094,53.62250477632059
72,"(0, 0, 0)",6,6,4,2,130.0,2,6,52.099998474121094,53.62250477632059
73,"(2, 6, 1)",0,4,5,7,85.0,2,6,52.099998474121094,53.62250477632059
74,"(7, 0, 2)",0,0,3,4,20.0,2,6,52.099998474121094,53.62250477632059
75,"(4, 0, 0)",6,2,5,1,45.0,2,6,52.099998474121094,53.62250477632059
76,"(1, 6, 1)",0,5,3,9,115.0,2,6,52.099998474121094,53.62250477632059
77,"(9, 0, 2)",0,0,4,5,25.0,2,6,52.099998474121094,53.62250477632059
78,"(5, 0, 0)",6,1,2,4,40.0,2,6,52.099998474121094,53.62250477632059
79,"(4, 6, 1)",0,2,3,9,55.0,2,6,52.099998474121094,53.62250477632059
80,"(9, 0, 2)",0,0,3,6,30.0,2,6,52.099998474121094,53.62250477632059
81,"(6, 0, 0)",6,0,3,3,15.0,2,6,52.099998474121094,53.62250477632059
82,"(3, 6, 1)",0,3,2,10,80.0,2,6,52.099998474121094,53.62250477632059
83,"(10, 0, 2)",0,0,2,8,40.0,2,6,52.099998474121094,53.62250477632059
84,"(8, 0, 0)",6,0,4,4,20.0,2,6,52.099998474121094,53.62250477632059
85,"(4, 6, 1)",0,2,6,6,40.0,2,6,52.099998474121094,53.62250477632059
86,"(6, 0, 2)",0,0,6,0,0.0,2,6,52.099998474121094,53.62250477632059
87,"(0, 0, 0)",6,6,5,1,125.0,2,6,52.099998474121094,53.62250477632059
88,"(1, 6, 1)",0,5,3,9,115.0,2,6,52.099998474121094,53.62250477632059
89,"(9, 0, 2)",0,0,2,7,35.0,2,6,52.099998474121094,53.62250477632059
90,"(7, 0, 0)",6,0,5,2,10.0,2,6,52.099998474121094,53.62250477632059
91,"(2, 6, 1)",0,4,5,7,85.0,2,6,52.099998474121094,53.62250477632059
92,"(7, 0, 2)",0,0,2,5,25.0,2,6,52.099998474121094,53.62250477632059
93,"(5, 0, 0)",6,1,5,1,25.0,2,6,52.099998474121094,53.62250477632059
94,"(1, 6, 1)",0,5,6,6,100.0,2,6,52.099998474121094,53.62250477632059
95,"(6, 0, 2)",0,0,4,2,10.0,2,6,52.099998474121094,53.62250477632059
96,"(2, 0, 0)",6,4,2,4,100.0,2,6,52.099998474121094,53.62250477632059
97,"(4, 6, 1)",0,2,6,6,40.0,2,6,52.099998474121094,53.62250477632059
98,"(6, 0, 2)",0,0,5,1,5.0,2,6,52.099998474121094,53.62250477632059
99,"(1, 0, 0)",6,5,6,0,100.0,2,6,52.099998474121094,53.62250477632059
100,"(0, 6, 1)",0,6,2,10,140.0,2,6,52.099998474121094,53.62250477632059
101,"(10, 0, 2)",0,0,5,5,25.0,2,6,52.099998474121094,53.62250477632059
102,"(5, 0, 0)",6,1,2,4,40.0,2,6,52.099998474121094,53.62250477632059
103,"(4, 6, 1)",0,2,6,6,40.0,2,6,52.099998474121094,53.62250477632059
104,"(6, 0, 2)",0,0,3,3,15.0,2,6,52.099998474121094,53.62250477632059
105,"(3, 0, 0)",6,3,6,0,60.0,2,6,52.099998474121094,53.62250477632059
106,"(0, 6, 1)",0,6,5,7,125.0,2,6,52.099998474121094,53.62250477632059
107,"(7, 0, 2)",0,0,5,2,10.0,2,6,52.099998474121094,53.62250477632059
108,"(2, 0, 0)",6,4,4,2,90.0,2,6,52.099998474121094,53.62250477632059
109,"(2, 6, 1)",0,4,5,7,85.0,2,6,52.099998474121094,53.62250477632059
110,"(7, 0, 2)",0,0,3,4,20.0,2,6,52.099998474121094,53.62250477632059
111,"(4, 0, 0)",6,2,2,4,60.0,2,6,52.099998474121094,53.62250477632059
112,"(4, 6, 1)",0,2,3,9,55.0,2,6,52.099998474121094,53.62250477632059
113,"(9, 0, 2)",0,0,6,3,15.0,2,6,52.099998474121094,53.62250477632059
114,"(3, 0, 0)",6,3,3,3,75.0,2,6,52.099998474121094,53.62250477632059
115,"(3, 6, 1)",0,3,5,7,65.0,2,6,52.099998474121094,53.62250477632059
116,"(7, 0, 2)",0,0,3,4,20.0,2,6,52.099998474121094,53.62250477632059
117,"(4, 0, 0)",6,2,6,0,40.0,2,6,52.099998474121094,53.62250477632059
118,"(0, 6, 1)",0,6,5,7,125.0,2,6,52.099998474121094,53.62250477632059
119,"(7, 0, 2)",0,0,5,2,10.0,2,6,52.099998474121094,53.62250477632059
120,"(2, 0, 0)",6,4,3,3,95.0,2,6,52.099998474121094,53.62250477632059
121,"(3, 6, 1)",0,3,2,10,80.0,2,6,52.099998474121094,53.62250477632059
122,"(10, 0, 2)",0,0,4,6,30.0,2,6,52.099998474121094,53.62250477632059
123,"(6, 0, 0)",6,0,3,3,15.0,2,6,52.099998474121094,53.62250477632059
124,"(3, 6, 1)",0,3,6,6,60.0,2,6,52.099998474121094,53.62250477632059
125,"(6, 0, 2)",0,0,2,4,20.0,2,6,52.099998474121094,53.62250477632059
126,"(4, 0, 0)",6,2,5,1,45.0,2,6,52.099998474121094,53.62250477632059
127,"(1, 6, 1)",0,5,6,6,100.0,2,6,52.099998474121094,53.62250477632059
128,"(6, 0, 2)",0,0,5,1,5.0,2,6,52.099998474121094,53.62250477632059
129,"(1, 0, 0)",6,5,5,1,105.0,2,6,52.099998474121094,53.62250477632059
130,"(1, 6, 1)",0,5,2,10,120.0,2,6,52.099998474121094,53.62250477632059
131,"(10, 0, 2)",0,0,6,4,20.0,2,6,52.099998474121094,53.62250477632059
132,"(4, 0, 0)",6,2,4,2,50.0,2,6,52.099998474121094,53.62250477632059
133,"(2, 6, 1)",0,4,2,10,100.0,2,6,52.099998474121094,53.62250477632059
134,"(10, 0, 2)",0,0,6,4,20.0,2,6,52.099998474121094,53.62250477632059
135,"(4, 0, 0)",6,2,3,3,55.0,2,6,52.099998474121094,53.62250477632059
136,"(3, 6, 1)",0,3,4,8,70.0,2,6,52.099998474121094,53.62250477632059
137,"(8, 0, 2)",0,0,6,2,10.0,2,6,52.099998474121094,53.62250477632059
138,"(2, 0, 0)",6,4,2,4,100.0,2,6,52.099998474121094,53.62250477632059
139,"(4, 6, 1)",0,2,2,10,60.0,2,6,52.099998474121094,53.62250477632059
140,"(10, 0, 2)",0,0,4,6,30.0,2,6,52.099998474121094,53.62250477632059
141,"(6, 0, 0)",6,0,4,2,10.0,2,6,52.099998474121094,53.62250477632059
142,"(2, 6, 1)",0,4,5,7,85.0,2,6,52.099998474121094,53.62250477632059
143,"(7, 0, 2)",0,0,2,5,25.0,2,6,52.099998474121094,53.62250477632059
144,"(5, 0, 0)",6,1,4,2,30.0,2,6,52.099998474121094,53.62250477632059
145,"(2, 6, 1)",0,4,3,9,95.0,2,6,52.099998474121094,53.62250477632059
146,"(9, 0, 2)",0,0,3,6,30.0,2,6,52.099998474121094,53.62250477632059
147,"(6, 0, 0)",6,0,2,4,20.0,2,6,52.099998474121094,53.62250477632059
148,"(4, 6, 1)",0,2,5,7,45.0,2,6,52.099998474121094,53.62250477632059
149,"(7, 0, 2)",0,0,4,3,15.0,2,6,52.099998474121094,53.62250477632059
