# iteration,run time [seconds],cost
8400,251.92,20.374824936
8500,254.93,20.374427646
8600,257.94,20.374039595
8700,260.95,20.373660463
8800,263.95,20.373289947
8900,266.96,20.372927756
9000,269.97,20.372573613
9100,272.99,20.372227252
9200,275.99,20.371888420
9300,278.99,20.371556874
9400,282.00,20.371232382
9500,285.00,20.370914720
9600,288.01,20.370603676
9700,291.01,20.370299044
9800,294.04,20.370000628
9900,297.05,20.369708241
10000,300.08,20.369421700
10100,303.10,20.369140833
10200,306.14,20.368865473
10300,309.17,20.368595459
10400,312.19,20.368330637
10500,315.22,20.368070859
10600,318.25,20.367815982
10700,321.27,20.367565869
10800,324.29,20.367320386
10900,327.31,20.367079408
11000,330.31,20.366842811
11100,333.31,20.366610476
11200,336.32,20.366382290
11300,339.32,20.366158142
11400,342.32,20.365937926
11500,345.32,20.365721540
11600,348.32,20.365508884
11700,351.32,20.365299863
11800,354.32,20.365094384
11900,357.33,20.364892359
12000,360.33,20.364693700
12100,363.33,20.364498325
12200,366.34,20.364306152
12300,369.35,20.364117104
12400,372.35,20.363931105
12500,375.35,20.363748081
12600,378.35,20.363567963
12700,381.36,20.363390680
12800,384.36,20.363216168
12900,387.36,20.363044361
13000,390.37,20.362875197
13100,393.38,20.362708615
13200,396.39,20.362544557
13300,399.39,20.362382966
13400,402.39,20.362223787
13500,405.39,20.362066965
13600,408.39,20.361912450
13700,411.39,20.361760190
13800,414.39,20.361610137
13900,417.39,20.361462243
14000,420.39,20.361316461
14100,423.39,20.361172747
14200,426.40,20.361031057
14300,429.40,20.360891348
14400,432.41,20.360753580
14500,435.42,20.360617712
14600,438.42,20.360483705
14700,441.42,20.360351521
14800,444.42,20.360221123
14900,447.42,20.360092475
15000,450.41,20.359965543
15100,453.40,20.359840291
15200,456.39,20.359716688
15300,459.38,20.359594700
15400,462.38,20.359474296
15500,465.37,20.359355446
15600,468.36,20.359238120
15700,471.35,20.359122288
15800,474.34,20.359007922
15900,477.33,20.358894994
16000,480.32,20.358783479
16100,483.31,20.358673348
16200,486.31,20.358564577
16300,489.30,20.358457140
16400,492.29,20.358351014
16500,495.28,20.358246173
16600,498.28,20.358142596
16700,501.27,20.358040260
16800,504.26,20.357939141
16900,507.27,20.357839219
17000,510.28,20.357740473
17100,513.28,20.357642881
17200,516.28,20.357546424
17300,519.27,20.357451082
17400,522.26,20.357356836
17500,525.25,20.357263667
17600,528.24,20.357171557
17700,531.23,20.357080488
17800,534.22,20.356990441
17900,537.20,20.356901401
18000,540.19,20.356813350
18100,543.18,20.356726272
18200,546.17,20.356640151
18300,549.16,20.356554970
18400,552.14,20.356470716
18500,555.16,20.356387373
18600,558.15,20.356304925
18700,561.14,20.356223360
18800,564.13,20.356142662
18900,567.13,20.356062818
19000,570.12,20.355983814
19100,573.13,20.355905638
19200,576.13,20.355828275
19300,579.14,20.355751715
19400,582.14,20.355675944
19500,585.13,20.355600950
19600,588.12,20.355526721
19700,591.10,20.355453245
19800,594.08,20.355380512
19900,597.06,20.355308510
20000,600.04,20.355237227
20100,603.00,20.355166654
20200,605.96,20.355096780
20300,608.92,20.355027594
20400,611.88,20.354959086
20500,614.85,20.354891247
20600,617.81,20.354824066
20700,620.78,20.354757534
20800,623.75,20.354691642
20900,626.71,20.354626381
21000,629.68,20.354561741
21100,632.65,20.354497714
21200,635.62,20.354434290
21300,638.62,20.354371462
21400,641.60,20.354309222
21500,644.61,20.354247560
21600,647.58,20.354186469
21700,650.55,20.354125941
21800,653.51,20.354065969
21900,656.47,20.354006544
22000,659.44,20.353947659
22100,662.40,20.353889308
22200,665.37,20.353831482
22300,668.34,20.353774174
22400,671.36,20.353717378
22500,674.36,20.353661087
22600,677.37,20.353605294
22700,680.44,20.353549993
22800,683.45,20.353495177
22900,686.46,20.353440839
23000,689.44,20.353386974
23100,692.46,20.353333575
23200,695.46,20.353280637
23300,698.46,20.353228153
23400,701.47,20.353176118
23500,704.48,20.353124525
23600,707.51,20.353073370
23700,710.54,20.353022646
23800,713.56,20.352972348
23900,716.55,20.352922472
24000,719.53,20.352873011
24100,722.53,20.352823960
24200,725.51,20.352775315
24300,728.48,20.352727070
24400,731.45,20.352679221
24500,734.42,20.352631762
24600,737.38,20.352584689
24700,740.35,20.352537997
24800,743.32,20.352491682
24900,746.28,20.352445738
25000,749.25,20.352400163
25100,752.22,20.352354950
25200,755.18,20.352310096
25300,758.14,20.352265597
25400,761.11,20.352221448
25500,764.07,20.352177645
25600,767.04,20.352134185
25700,770.02,20.352091063
25800,772.99,20.352048275
25900,775.95,20.352005817
26000,778.93,20.351963686
26100,781.92,20.351921878
26200,784.91,20.351880389
26300,787.89,20.351839215
26400,790.88,20.351798354
26500,793.86,20.351757800
26600,796.86,20.351717552
26700,799.86,20.351677605
26800,802.87,20.351637956
26900,805.87,20.351598602
27000,808.86,20.351559540
27100,811.86,20.351520766
27200,814.83,20.351482277
27300,817.83,20.351444069
27400,820.82,20.351406141
27500,823.82,20.351368489
27600,826.81,20.351331109
27700,829.78,20.351293999
27800,832.79,20.351257156
27900,835.77,20.351220578
28000,838.75,20.351184260
28100,841.74,20.351148201
28200,844.74,20.351112398
28300,847.73,20.351076848
28400,850.70,20.351041548
28500,853.67,20.351006496
28600,856.63,20.350971689
28700,859.60,20.350937124
28800,862.60,20.350902800
28900,865.63,20.350868713
29000,868.62,20.350834861
29100,871.61,20.350801242
29200,874.62,20.350767853
29300,877.62,20.350734692
29400,880.65,20.350701757
29500,883.70,20.350669044
29600,886.67,20.350636553
29700,889.67,20.350604281
29800,892.65,20.350572225
29900,895.77,20.350540384
30000,898.76,20.350508755
30100,901.76,20.350477336
30200,904.76,20.350446125
30300,907.75,20.350415120
30400,910.74,20.350384319
30500,913.72,20.350353720
30600,916.71,20.350323321
30700,919.72,20.350293120
30800,922.72,20.350263115
30900,925.72,20.350233305
31000,928.72,20.350203686
31100,931.73,20.350174259
31200,934.71,20.350145019
31300,937.70,20.350115967
31400,940.69,20.350087100
31500,943.68,20.350058416
31600,946.67,20.350029913
31700,949.67,20.350001590
31800,952.66,20.349973446
31900,955.65,20.349945478
32000,958.63,20.349917684
32100,961.63,20.349890064
32200,964.62,20.349862616
32300,967.61,20.349835337
32400,970.60,20.349808227
32500,973.61,20.349781283
32600,976.60,20.349754505
32700,979.57,20.349727891
32800,982.51,20.349701439
32900,985.47,20.349675147
33000,988.44,20.349649015
33100,991.44,20.349623041
33200,994.42,20.349597224
33300,997.39,20.349571561
33400,1000.36,20.349546052
33500,1003.32,20.349520696
33600,1006.28,20.349495490
33700,1009.25,20.349470434
33800,1012.22,20.349445526
33900,1015.18,20.349420765
34000,1018.15,20.349396150
34100,1021.13,20.349371679
34200,1024.10,20.349347351
34300,1027.06,20.349323165
34400,1030.00,20.349299120
34500,1032.96,20.349275214
34600,1035.94,20.349251446
34700,1038.93,20.349227815
34800,1041.92,20.349204321
34900,1044.90,20.349180960
35000,1047.90,20.349157733
35100,1050.89,20.349134639
35200,1053.90,20.349111676
35300,1056.89,20.349088842
35400,1059.89,20.349066138
35500,1062.88,20.349043562
35600,1065.89,20.349021113
35700,1068.90,20.348998789
35800,1071.88,20.348976590
35900,1074.86,20.348954515
36000,1077.87,20.348932562
36100,1080.87,20.348910731
36200,1083.89,20.348889020
36300,1086.90,20.348867430
36400,1089.88,20.348845957
36500,1092.87,20.348824603
36600,1095.86,20.348803365
36700,1098.82,20.348782243
36800,1101.79,20.348761236
36900,1104.76,20.348740342
37000,1107.73,20.348719562
37100,1110.70,20.348698893
37200,1113.66,20.348678336
37300,1116.62,20.348657888
37400,1119.59,20.348637551
37500,1122.56,20.348617321
37600,1125.55,20.348597200
37700,1128.55,20.348577185
37800,1131.55,20.348557275
37900,1134.52,20.348537471
38000,1137.50,20.348517771
38100,1140.47,20.348498175
38200,1143.45,20.348478681
38300,1146.43,20.348459289
38400,1149.41,20.348439998
38500,1152.39,20.348420807
38600,1155.36,20.348401716
38700,1158.34,20.348382723
38800,1161.34,20.348363828
38900,1164.31,20.348345031
39000,1167.28,20.348326329
39100,1170.27,20.348307724
39200,1173.24,20.348289213
39300,1176.22,20.348270796
39400,1179.20,20.348252473
39500,1182.18,20.348234243
39600,1185.16,20.348216105
39700,1188.13,20.348198058
39800,1191.11,20.348180102
39900,1194.09,20.348162236
40000,1197.07,20.348144459
40100,1200.05,20.348126771
40200,1203.03,20.348109171
40300,1206.01,20.348091658
40400,1208.99,20.348074232
40500,1211.98,20.348056892
40600,1214.95,20.348039637
40700,1217.93,20.348022467
40800,1220.91,20.348005382
40900,1223.89,20.347988379
41000,1226.88,20.347971460
41100,1229.86,20.347954623
41200,1232.85,20.347937868
41300,1235.85,20.347921194
41400,1238.83,20.347904601
41500,1241.83,20.347888087
41600,1244.83,20.347871653
41700,1247.82,20.347855298
41800,1250.81,20.347839021
41900,1253.81,20.347822822
42000,1256.80,20.347806699
42100,1259.80,20.347790654
42200,1262.80,20.347774684
42300,1265.80,20.347758790
42400,1268.79,20.347742971
42500,1271.78,20.347727226
42600,1274.77,20.347711556
42700,1277.76,20.347695958
42800,1280.75,20.347680434
42900,1283.72,20.347664982
43000,1286.70,20.347649602
43100,1289.70,20.347634293
43200,1292.70,20.347619055
43300,1295.70,20.347603887
43400,1298.69,20.347588789
43500,1301.68,20.347573761
43600,1304.67,20.347558802
43700,1307.67,20.347543911
43800,1310.68,20.347529088
43900,1313.68,20.347514333
44000,1316.67,20.347499644
44100,1319.68,20.347485023
44200,1322.67,20.347470467
44300,1325.67,20.347455977
44400,1328.66,20.347441553
44500,1331.67,20.347427193
44600,1334.66,20.347412898
44700,1337.67,20.347398666
44800,1340.67,20.347384499
44900,1343.66,20.347370394
45000,1346.66,20.347356352
45100,1349.67,20.347342372
45200,1352.68,20.347328454
45300,1355.67,20.347314598
45400,1358.67,20.347300802
45500,1361.67,20.347287067
45600,1364.67,20.347273393
45700,1367.67,20.347259778
45800,1370.66,20.347246223
45900,1373.66,20.347232727
46000,1376.65,20.347219289
46100,1379.65,20.347205910
46200,1382.64,20.347192589
46300,1385.63,20.347179325
46400,1388.62,20.347166118
46500,1391.61,20.347152969
46600,1394.60,20.347139875
46700,1397.59,20.347126838
46800,1400.58,20.347113856
46900,1403.56,20.347100930
47000,1406.56,20.347088059
47100,1409.54,20.347075242
47200,1412.53,20.347062480
47300,1415.53,20.347049772
47400,1418.52,20.347037117
47500,1421.51,20.347024516
47600,1424.49,20.347011967
47700,1427.49,20.346999472
47800,1430.47,20.346987028
47900,1433.47,20.346974636
48000,1436.46,20.346962297
48100,1439.46,20.346950008
48200,1442.46,20.346937770
48300,1445.45,20.346925583
48400,1448.45,20.346913447
48500,1451.45,20.346901360
48600,1454.44,20.346889323
48700,1457.43,20.346877336
48800,1460.42,20.346865398
48900,1463.41,20.346853508
49000,1466.41,20.346841667
49100,1469.39,20.346829874
49200,1472.40,20.346818130
49300,1475.38,20.346806433
49400,1478.37,20.346794783
49500,1481.36,20.346783180
49600,1484.36,20.346771624
49700,1487.35,20.346760115
49800,1490.34,20.346748652
49900,1493.32,20.346737234
50000,1496.31,20.346725863
50100,1499.30,20.346714537
50200,1502.30,20.346703256
50300,1505.29,20.346692019
50400,1508.29,20.346680828
50500,1511.28,20.346669681
50600,1514.28,20.346658577
50700,1517.27,20.346647518
50800,1520.27,20.346636502
50900,1523.27,20.346625529
51000,1526.26,20.346614600
51100,1529.25,20.346603713
51200,1532.24,20.346592869
51300,1535.30,20.346582067
51400,1538.32,20.346571307
51500,1541.34,20.346560589
51600,1544.35,20.346549912
51700,1547.35,20.346539277
51800,1550.34,20.346528682
51900,1553.34,20.346518129
52000,1556.34,20.346507616
52100,1559.35,20.346497143
52200,1562.36,20.346486711
52300,1565.36,20.346476319
52400,1568.35,20.346465966
52500,1571.36,20.346455652
52600,1574.37,20.346445378
52700,1577.37,20.346435143
52800,1580.39,20.346424947
52900,1583.41,20.346414789
53000,1586.43,20.346404669
53100,1589.46,20.346394588
53200,1592.48,20.346384544
53300,1595.50,20.346374539
53400,1598.52,20.346364570
53500,1601.54,20.346354639
53600,1604.56,20.346344745
53700,1607.58,20.346334888
53800,1610.59,20.346325067
53900,1613.60,20.346315283
54000,1616.64,20.346305535
54100,1619.67,20.346295823
54200,1622.69,20.346286147
54300,1625.83,20.346276507
54400,1628.88,20.346266902
54500,1631.88,20.346257333
54600,1634.87,20.346247798
54700,1637.84,20.346238298
54800,1640.82,20.346228833
54900,1643.79,20.346219402
55000,1646.76,20.346210006
55100,1649.73,20.346200644
55200,1652.71,20.346191316
55300,1655.68,20.346182021
55400,1658.65,20.346172760
55500,1661.62,20.346163532
55600,1664.59,20.346154338
55700,1667.57,20.346145177
55800,1670.53,20.346136048
55900,1673.51,20.346126952
56000,1676.48,20.346117889
56100,1679.45,20.346108858
56200,1682.42,20.346099859
56300,1685.39,20.346090892
56400,1688.36,20.346081956
56500,1691.34,20.346073053
56600,1694.31,20.346064181
56700,1697.29,20.346055340
56800,1700.27,20.346046530
56900,1703.25,20.346037751
57000,1706.23,20.346029003
57100,1709.21,20.346020286
57200,1712.19,20.346011599
57300,1715.17,20.346002943
57400,1718.15,20.345994316
57500,1721.12,20.345985720
57600,1724.09,20.345977154
57700,1727.06,20.345968617
57800,1730.04,20.345960109
57900,1733.04,20.345951632
58000,1736.02,20.345943183
58100,1739.00,20.345934763
58200,1741.97,20.345926373
58300,1744.96,20.345918011
58400,1747.94,20.345909678
58500,1750.92,20.345901373
58600,1753.90,20.345893097
58700,1756.87,20.345884848
58800,1759.86,20.345876628
58900,1762.85,20.345868436
59000,1765.83,20.345860272
59100,1768.81,20.345852135
59200,1771.79,20.345844026
59300,1774.77,20.345835944
59400,1777.75,20.345827889
59500,1780.74,20.345819861
59600,1783.72,20.345811860
59700,1786.70,20.345803886
59800,1789.67,20.345795939
59900,1792.65,20.345788018
60000,1795.63,20.345780124
60100,1798.60,20.345772256
60200,1801.58,20.345764414
60300,1804.56,20.345756598
60400,1807.55,20.345748808
60500,1810.54,20.345741044
60600,1813.54,20.345733305
60700,1816.53,20.345725592
60800,1819.52,20.345717904
60900,1822.51,20.345710242
61000,1825.51,20.345702604
61100,1828.49,20.345694992
61200,1831.47,20.345687404
61300,1834.46,20.345679842
61400,1837.45,20.345672303
61500,1840.43,20.345664790
61600,1843.41,20.345657300
61700,1846.39,20.345649835
61800,1849.38,20.345642395
61900,1852.36,20.345634978
62000,1855.34,20.345627585
62100,1858.33,20.345620216
62200,1861.31,20.345612871
62300,1864.31,20.345605549
62400,1867.28,20.345598251
62500,1870.26,20.345590976
62600,1873.24,20.345583724
62700,1876.24,20.345576495
62800,1879.23,20.345569290
62900,1882.21,20.345562107
63000,1885.19,20.345554947
63100,1888.17,20.345547810
63200,1891.15,20.345540696
63300,1894.13,20.345533604
63400,1897.11,20.345526534
63500,1900.09,20.345519486
63600,1903.07,20.345512461
63700,1906.04,20.345505458
63800,1909.02,20.345498477
63900,1911.99,20.345491517
64000,1914.96,20.345484580
64100,1917.93,20.345477663
64200,1920.90,20.345470769
64300,1923.87,20.345463896
64400,1926.85,20.345457044
64500,1929.83,20.345450214
64600,1932.81,20.345443405
64700,1935.79,20.345436616
64800,1938.77,20.345429849
64900,1941.76,20.345423102
65000,1944.74,20.345416377
65100,1947.74,20.345409672
65200,1950.73,20.345402987
65300,1953.70,20.345396323
65400,1956.69,20.345389680
65500,1959.67,20.345383056
65600,1962.66,20.345376453
65700,1965.65,20.345369870
65800,1968.64,20.345363307
65900,1971.63,20.345356764
66000,1974.63,20.345350241
66100,1977.62,20.345343737
66200,1980.59,20.345337253
66300,1983.58,20.345330789
66400,1986.56,20.345324344
66500,1989.54,20.345317919
66600,1992.52,20.345311513
66700,1995.51,20.345305126
66800,1998.51,20.345298758
66900,2001.51,20.345292409
67000,2004.51,20.345286079
67100,2007.53,20.345279768
67200,2010.51,20.345273476
67300,2013.49,20.345267202
67400,2016.48,20.345260947
67500,2019.46,20.345254711
67600,2022.44,20.345248493
67700,2025.43,20.345242294
67800,2028.43,20.345236112
67900,2031.42,20.345229949
68000,2034.40,20.345223804
68100,2037.37,20.345217677
68200,2040.34,20.345211569
68300,2043.32,20.345205477
68400,2046.31,20.345199404
68500,2049.31,20.345193349
68600,2052.30,20.345187311
68700,2055.29,20.345181291
68800,2058.28,20.345175288
68900,2061.28,20.345169303
69000,2064.28,20.345163335
69100,2067.27,20.345157384
69200,2070.28,20.345151450
69300,2073.26,20.345145534
69400,2076.24,20.345139635
69500,2079.22,20.345133752
69600,2082.21,20.345127887
69700,2085.20,20.345122038
69800,2088.19,20.345116206
69900,2091.18,20.345110391
70000,2094.17,20.345104593
70100,2097.16,20.345098811
70200,2100.15,20.345093045
70300,2103.13,20.345087296
70400,2106.12,20.345081563
70500,2109.10,20.345075847
70600,2112.08,20.345070146
70700,2115.07,20.345064462
70800,2118.07,20.345058794
70900,2121.07,20.345053142
71000,2124.08,20.345047505
71100,2127.08,20.345041885
71200,2130.09,20.345036280
71300,2133.09,20.345030691
71400,2136.09,20.345025118
71500,2139.09,20.345019560
71600,2142.08,20.345014018
71700,2145.07,20.345008492
71800,2148.05,20.345002980
71900,2151.03,20.344997484
72000,2154.01,20.344992004
72100,2156.98,20.344986538
72200,2159.97,20.344981088
72300,2162.95,20.344975653
72400,2165.92,20.344970232
72500,2168.91,20.344964827
72600,2171.89,20.344959437
72700,2174.87,20.344954061
72800,2177.84,20.344948700
72900,2180.82,20.344943354
73000,2183.81,20.344938023
73100,2186.79,20.344932706
73200,2189.78,20.344927404
73300,2192.78,20.344922116
73400,2195.78,20.344916842
73500,2198.77,20.344911583
73600,2201.76,20.344906338
73700,2204.76,20.344901108
73800,2207.74,20.344895891
73900,2210.73,20.344890689
74000,2213.72,20.344885501
74100,2216.71,20.344880326
74200,2219.71,20.344875166
74300,2222.71,20.344870020
74400,2225.71,20.344864887
74500,2228.71,20.344859768
74600,2231.71,20.344854663
74700,2234.72,20.344849572
74800,2237.71,20.344844494
74900,2240.72,20.344839430
75000,2243.72,20.344834379
75100,2246.72,20.344829342
75200,2249.72,20.344824318
75300,2252.72,20.344819307
75400,2255.72,20.344814310
75500,2258.71,20.344809326
75600,2261.71,20.344804355
75700,2264.71,20.344799398
75800,2267.73,20.344794453
75900,2270.76,20.344789522
76000,2273.74,20.344784603
76100,2276.70,20.344779697
76200,2279.68,20.344774804
76300,2282.65,20.344769924
76400,2285.63,20.344765057
76500,2288.59,20.344760203
76600,2291.57,20.344755361
76700,2294.56,20.344750532
76800,2297.54,20.344745715
76900,2300.53,20.344740911
77000,2303.50,20.344736120
77100,2306.49,20.344731340
77200,2309.47,20.344726574
77300,2312.47,20.344721819
77400,2315.47,20.344717077
77500,2318.45,20.344712347
77600,2321.43,20.344707629
77700,2324.42,20.344702924
77800,2327.39,20.344698230
77900,2330.37,20.344693549
78000,2333.36,20.344688879
78100,2336.36,20.344684222
78200,2339.35,20.344679576
78300,2342.35,20.344674943
78400,2345.33,20.344670321
78500,2348.31,20.344665711
78600,2351.30,20.344661112
78700,2354.27,20.344656526
78800,2357.24,20.344651950
78900,2360.21,20.344647387
79000,2363.19,20.344642835
79100,2366.16,20.344638295
79200,2369.14,20.344633766
79300,2372.12,20.344629248
79400,2375.11,20.344624742
79500,2378.09,20.344620247
79600,2381.06,20.344615764
79700,2384.03,20.344611292
79800,2387.00,20.344606831
79900,2389.97,20.344602381
80000,2392.95,20.344597942
80100,2396.01,20.344593514
80200,2398.97,20.344589098
80300,2401.93,20.344584692
80400,2404.89,20.344580297
80500,2407.86,20.344575914
80600,2410.80,20.344571541
80700,2413.75,20.344567179
80800,2416.70,20.344562827
80900,2419.66,20.344558487
81000,2422.62,20.344554157
81100,2425.58,20.344549838
81200,2428.54,20.344545530
81300,2431.49,20.344541232
81400,2434.45,20.344536945
81500,2437.40,20.344532668
81600,2440.36,20.344528401
81700,2443.32,20.344524146
81800,2446.27,20.344519900
81900,2449.23,20.344515665
82000,2452.20,20.344511440
82100,2455.17,20.344507226
82200,2458.13,20.344503022
82300,2461.10,20.344498828
82400,2464.05,20.344494644
82500,2467.01,20.344490470
82600,2469.96,20.344486307
82700,2472.91,20.344482153
82800,2475.86,20.344478010
82900,2478.83,20.344473876
83000,2481.82,20.344469753
83100,2484.79,20.344465639
83200,2487.75,20.344461536
83300,2490.71,20.344457442
83400,2493.68,20.344453358
83500,2496.66,20.344449284
83600,2499.62,20.344445219
83700,2502.58,20.344441164
83800,2505.53,20.344437119
83900,2508.49,20.344433084
84000,2511.46,20.344429058
84100,2514.43,20.344425042
84200,2517.38,20.344421035
84300,2520.33,20.344417038
84400,2523.28,20.344413050
84500,2526.24,20.344409072
84600,2529.20,20.344405103
84700,2532.16,20.344401143
84800,2535.12,20.344397193
84900,2538.08,20.344393252
85000,2541.03,20.344389320
85100,2543.99,20.344385398
85200,2546.94,20.344381485
85300,2549.89,20.344377581
85400,2552.85,20.344373686
85500,2555.79,20.344369800
85600,2558.74,20.344365924
85700,2561.70,20.344362056
85800,2564.64,20.344358197
85900,2567.59,20.344354348
86000,2570.54,20.344350507
86100,2573.49,20.344346675
86200,2576.45,20.344342853
86300,2579.41,20.344339039
86400,2582.37,20.344335233
86500,2585.33,20.344331437
86600,2588.29,20.344327649
86700,2591.25,20.344323871
86800,2594.20,20.344320100
86900,2597.15,20.344316339
87000,2600.11,20.344312586
87100,2603.06,20.344308842
87200,2606.02,20.344305106
87300,2608.98,20.344301379
87400,2611.94,20.344297661
87500,2614.90,20.344293951
87600,2617.84,20.344290249
87700,2620.80,20.344286556
87800,2623.75,20.344282871
87900,2626.71,20.344279195
88000,2629.67,20.344275527
88100,2632.63,20.344271867
88200,2635.59,20.344268216
88300,2638.55,20.344264573
88400,2641.52,20.344260938
88500,2644.47,20.344257311
88600,2647.42,20.344253693
88700,2650.37,20.344250083
88800,2653.33,20.344246480
88900,2656.28,20.344242886
89000,2659.24,20.344239300
89100,2662.20,20.344235722
89200,2665.16,20.344232153
89300,2668.11,20.344228591
89400,2671.05,20.344225037
89500,2673.99,20.344221491
89600,2676.94,20.344217953
89700,2679.88,20.344214422
89800,2682.82,20.344210900
89900,2685.76,20.344207386
90000,2688.71,20.344203879
90100,2691.66,20.344200380
90200,2694.61,20.344196889
90300,2697.56,20.344193406
90400,2700.54,20.344189930
90500,2703.52,20.344186462
90600,2706.51,20.344183001
90700,2709.47,20.344179549
90800,2712.42,20.344176104
90900,2715.40,20.344172666
91000,2718.42,20.344169236
91100,2721.42,20.344165814
91200,2724.40,20.344162399
91300,2727.39,20.344158991
91400,2730.37,20.344155591
91500,2733.34,20.344152199
91600,2736.31,20.344148813
91700,2739.28,20.344145436
91800,2742.26,20.344142065
91900,2745.23,20.344138702
92000,2748.20,20.344135346
92100,2751.16,20.344131998
92200,2754.13,20.344128656
92300,2757.10,20.344125322
92400,2760.07,20.344121996
92500,2763.04,20.344118676
92600,2766.01,20.344115364
92700,2768.98,20.344112058
92800,2771.95,20.344108760
92900,2774.92,20.344105469
93000,2777.89,20.344102185
93100,2780.86,20.344098908
93200,2783.85,20.344095638
93300,2786.82,20.344092375
93400,2789.79,20.344089120
93500,2792.78,20.344085871
93600,2795.77,20.344082629
93700,2798.74,20.344079394
93800,2801.72,20.344076165
93900,2804.69,20.344072944
94000,2807.66,20.344069730
94100,2810.64,20.344066522
94200,2813.62,20.344063321
94300,2816.59,20.344060127
94400,2819.58,20.344056940
94500,2822.56,20.344053759
94600,2825.54,20.344050586
94700,2828.51,20.344047419
94800,2831.49,20.344044258
94900,2834.46,20.344041105
95000,2837.43,20.344037957
95100,2840.39,20.344034817
95200,2843.36,20.344031683
95300,2846.33,20.344028556
95400,2849.30,20.344025435
95500,2852.27,20.344022321
95600,2855.23,20.344019213
95700,2858.20,20.344016112
95800,2861.16,20.344013017
95900,2864.13,20.344009929
96000,2867.10,20.344006847
96100,2870.07,20.344003772
96200,2873.04,20.344000703
96300,2876.00,20.343997640
96400,2878.97,20.343994584
96500,2881.94,20.343991534
96600,2884.91,20.343988490
96700,2887.88,20.343985453
96800,2890.85,20.343982422
96900,2893.84,20.343979397
97000,2896.81,20.343976378
97100,2899.78,20.343973366
97200,2902.75,20.343970360
97300,2905.71,20.343967360
97400,2908.67,20.343964366
97500,2911.63,20.343961378
97600,2914.60,20.343958397
97700,2917.57,20.343955421
97800,2920.54,20.343952452
97900,2923.52,20.343949488
98000,2926.49,20.343946531
98100,2929.48,20.343943580
98200,2932.44,20.343940635
98300,2935.40,20.343937695
98400,2938.35,20.343934762
98500,2941.30,20.343931835
98600,2944.25,20.343928914
98700,2947.20,20.343925998
98800,2950.15,20.343923089
98900,2953.11,20.343920185
99000,2956.07,20.343917287
99100,2959.03,20.343914395
99200,2961.99,20.343911509
99300,2964.94,20.343908629
99400,2967.90,20.343905754
99500,2970.85,20.343902885
99600,2973.80,20.343900022
99700,2976.75,20.343897165
99800,2979.71,20.343894314
99900,2982.67,20.343891468
100000,2985.63,20.343888628
100100,2988.58,20.343885793
100200,2991.53,20.343882965
100300,2994.48,20.343880142
100400,2997.42,20.343877324
100500,3000.38,20.343874512
100600,3003.34,20.343871706
100700,3006.33,20.343868905
100800,3009.32,20.343866110
100900,3012.30,20.343863320
101000,3015.27,20.343860536
101100,3018.25,20.343857758
101200,3021.22,20.343854984
101300,3024.19,20.343852217
101400,3027.17,20.343849455
101500,3030.17,20.343846698
101600,3033.19,20.343843947
101700,3036.17,20.343841201
101800,3039.15,20.343838460
101900,3042.13,20.343835725
102000,3045.10,20.343832995
102100,3048.08,20.343830271
102200,3051.06,20.343827552
