# iteration,run time [seconds],cost
11700,116.18,43.959481367
11800,117.18,43.957876542
11900,118.17,43.956298687
12000,119.17,43.954747127
12100,120.16,43.953221211
12200,121.16,43.951720308
12300,122.20,43.950243808
12400,123.20,43.948791120
12500,124.19,43.947361674
12600,125.19,43.945954915
12700,126.19,43.944570309
12800,127.19,43.943207335
12900,128.18,43.941865491
13000,129.17,43.940544289
13100,130.17,43.939243256
13200,131.17,43.937961935
13300,132.17,43.936699880
13400,133.17,43.935456660
13500,134.17,43.934231858
13600,135.16,43.933025065
13700,136.16,43.931835889
13800,137.15,43.930663946
13900,138.16,43.929508864
14000,139.16,43.928370282
14100,140.17,43.927247849
14200,141.17,43.926141224
14300,142.18,43.925050075
14400,143.19,43.923974080
14500,144.21,43.922912925
14600,145.21,43.921866306
14700,146.22,43.920833925
14800,147.26,43.919815495
14900,148.27,43.918810734
15000,149.27,43.917819368
15100,150.28,43.916841133
15200,151.28,43.915875768
15300,152.28,43.914923021
15400,153.29,43.913982647
15500,154.29,43.913054406
15600,155.30,43.912138065
15700,156.30,43.911233396
15800,157.31,43.910340178
15900,158.30,43.909458195
16000,159.30,43.908587236
16100,160.30,43.907727096
16200,161.29,43.906877574
16300,162.29,43.906038474
16400,163.29,43.905209608
16500,164.29,43.904390787
16600,165.28,43.903581831
16700,166.28,43.902782563
16800,167.28,43.901992809
16900,168.27,43.901212401
17000,169.27,43.900441173
17100,170.27,43.899678965
17200,171.27,43.898925620
17300,172.26,43.898180983
17400,173.26,43.897444905
17500,174.25,43.896717239
17600,175.25,43.895997841
17700,176.24,43.895286571
17800,177.24,43.894583293
17900,178.23,43.893887873
18000,179.23,43.893200178
18100,180.23,43.892520082
18200,181.22,43.891847460
18300,182.22,43.891182188
18400,183.21,43.890524146
18500,184.21,43.889873219
18600,185.21,43.889229290
18700,186.21,43.888592248
18800,187.20,43.887961982
18900,188.20,43.887338386
19000,189.20,43.886721353
19100,190.20,43.886110781
19200,191.21,43.885506569
19300,192.22,43.884908618
19400,193.23,43.884316831
19500,194.23,43.883731113
19600,195.23,43.883151372
19700,196.24,43.882577516
19800,197.24,43.882009456
19900,198.24,43.881447106
20000,199.25,43.880890378
20100,200.25,43.880339190
20200,201.25,43.879793459
20300,202.26,43.879253104
20400,203.26,43.878718046
20500,204.26,43.878188209
20600,205.28,43.877663515
20700,206.28,43.877143890
20800,207.29,43.876629262
20900,208.30,43.876119558
21000,209.30,43.875614708
21100,210.32,43.875114643
21200,211.32,43.874619295
21300,212.33,43.874128599
21400,213.36,43.873642488
21500,214.37,43.873160899
21600,215.38,43.872683769
21700,216.41,43.872211036
21800,217.41,43.871742640
21900,218.41,43.871278521
22000,219.41,43.870818622
22100,220.41,43.870362884
22200,221.41,43.869911252
22300,222.43,43.869463670
22400,223.43,43.869020084
22500,224.42,43.868580441
22600,225.43,43.868144689
22700,226.43,43.867712775
22800,227.44,43.867284650
22900,228.44,43.866860264
23000,229.44,43.866439569
23100,230.45,43.866022515
23200,231.45,43.865609057
23300,232.46,43.865199147
23400,233.47,43.864792741
23500,234.48,43.864389793
23600,235.49,43.863990260
23700,236.50,43.863594099
23800,237.50,43.863201266
23900,238.51,43.862811721
24000,239.52,43.862425421
24100,240.52,43.862042328
24200,241.53,43.861662400
24300,242.56,43.861285599
24400,243.57,43.860911887
24500,244.60,43.860541225
24600,245.60,43.860173576
24700,246.65,43.859808905
24800,247.66,43.859447174
24900,248.68,43.859088348
25000,249.77,43.858732393
25100,250.78,43.858379274
25200,251.80,43.858028958
25300,252.81,43.857681411
25400,253.84,43.857336600
25500,254.87,43.856994493
25600,255.92,43.856655059
25700,256.95,43.856318267
25800,257.96,43.855984085
25900,258.99,43.855652484
26000,260.00,43.855323433
26100,261.01,43.854996904
26200,262.01,43.854672867
26300,263.02,43.854351294
26400,264.02,43.854032158
26500,265.03,43.853715429
26600,266.03,43.853401083
26700,267.04,43.853089090
26800,268.05,43.852779426
26900,269.05,43.852472064
27000,270.06,43.852166979
27100,271.06,43.851864145
27200,272.07,43.851563538
27300,273.07,43.851265134
27400,274.08,43.850968907
27500,275.31,43.850674834
27600,276.34,43.850382893
27700,277.76,43.850093059
27800,278.84,43.849805310
27900,279.90,43.849519624
28000,280.91,43.849235978
28100,281.92,43.848954351
28200,282.94,43.848674722
28300,283.94,43.848397068
28400,284.95,43.848121370
28500,285.95,43.847847607
28600,286.96,43.847575757
28700,287.97,43.847305803
28800,288.98,43.847037722
28900,289.98,43.846771497
29000,291.00,43.846507108
29100,292.00,43.846244536
29200,293.01,43.845983763
29300,294.03,43.845724769
29400,295.03,43.845467537
29500,296.04,43.845212049
29600,297.04,43.844958287
29700,298.27,43.844706234
29800,299.50,43.844455873
29900,300.52,43.844207186
30000,301.54,43.843960157
30100,302.56,43.843714769
30200,303.61,43.843471007
30300,304.64,43.843228853
30400,305.67,43.842988292
30500,306.69,43.842749309
30600,307.71,43.842511888
30700,308.73,43.842276013
30800,309.75,43.842041670
30900,310.77,43.841808844
31000,311.79,43.841577520
31100,312.81,43.841347683
31200,313.83,43.841119320
31300,314.84,43.840892416
31400,315.85,43.840666957
31500,316.87,43.840442929
31600,317.88,43.840220319
31700,318.90,43.839999114
31800,319.91,43.839779300
31900,320.92,43.839560864
32000,321.94,43.839343793
32100,322.95,43.839128074
32200,323.96,43.838913696
32300,324.98,43.838700645
32400,325.99,43.838488908
32500,327.00,43.838278475
32600,328.01,43.838069333
32700,329.02,43.837861470
32800,330.04,43.837654874
32900,331.05,43.837449534
33000,332.06,43.837245439
33100,333.07,43.837042577
33200,334.08,43.836840937
33300,335.09,43.836640508
33400,336.11,43.836441279
33500,337.12,43.836243239
33600,338.13,43.836046378
33700,339.14,43.835850685
33800,340.33,43.835656151
33900,341.75,43.835462764
34000,342.93,43.835270514
34100,343.95,43.835079392
34200,345.31,43.834889388
34300,346.33,43.834700492
34400,347.37,43.834512693
34500,348.39,43.834325984
34600,349.42,43.834140353
34700,350.45,43.833955793
34800,351.47,43.833772293
34900,352.50,43.833589845
35000,353.51,43.833408439
35100,354.53,43.833228067
35200,355.55,43.833048720
35300,356.56,43.832870389
35400,357.57,43.832693065
35500,358.59,43.832516740
35600,359.60,43.832341406
35700,360.62,43.832167054
35800,361.63,43.831993676
35900,362.65,43.831821264
36000,363.66,43.831649810
36100,364.68,43.831479305
36200,365.69,43.831309743
36300,366.71,43.831141115
36400,367.73,43.830973413
36500,368.77,43.830806630
36600,369.80,43.830640759
36700,370.83,43.830475791
36800,371.88,43.830311720
36900,373.49,43.830148539
37000,375.12,43.829986239
37100,376.34,43.829824814
37200,377.36,43.829664257
37300,378.38,43.829504561
37400,379.62,43.829345719
37500,381.18,43.829187724
37600,382.79,43.829030569
37700,384.40,43.828874248
37800,386.01,43.828718755
37900,387.62,43.828564081
38000,389.21,43.828410222
38100,390.86,43.828257170
38200,392.51,43.828104920
38300,394.16,43.827953465
38400,395.28,43.827802798
38500,396.31,43.827652914
38600,397.78,43.827503807
38700,399.40,43.827355470
38800,401.01,43.827207898
38900,402.13,43.827061085
39000,403.63,43.826915024
39100,405.23,43.826769711
39200,406.84,43.826625139
39300,408.44,43.826481303
39400,410.05,43.826338196
39500,411.66,43.826195815
39600,413.26,43.826054152
39700,414.86,43.825913203
39800,415.94,43.825772963
39900,416.99,43.825633425
40000,418.02,43.825494585
40100,419.04,43.825356437
40200,420.06,43.825218977
40300,421.09,43.825082199
40400,422.10,43.824946098
40500,423.13,43.824810669
40600,424.32,43.824675907
40700,425.38,43.824541807
40800,426.40,43.824408365
40900,427.46,43.824275575
41000,428.48,43.824143433
41100,429.97,43.824011934
41200,431.63,43.823881074
41300,433.27,43.823750847
41400,434.60,43.823621249
41500,435.62,43.823492275
41600,436.99,43.823363922
41700,438.63,43.823236184
41800,440.27,43.823109058
41900,441.93,43.822982538
42000,443.59,43.822856621
42100,445.25,43.822731302
42200,446.46,43.822606577
42300,447.50,43.822482441
42400,448.52,43.822358891
42500,449.56,43.822235923
42600,450.58,43.822113531
42700,451.59,43.821991713
42800,452.60,43.821870464
42900,453.61,43.821749781
43000,454.63,43.821629659
43100,455.65,43.821510094
43200,456.67,43.821391083
43300,457.77,43.821272621
43400,458.79,43.821154705
43500,459.97,43.821037332
43600,461.64,43.820920496
43700,463.30,43.820804196
43800,464.97,43.820688427
43900,466.53,43.820573185
44000,467.99,43.820458466
44100,469.01,43.820344268
44200,470.48,43.820230587
44300,471.59,43.820117419
44400,472.81,43.820004761
44500,474.42,43.819892609
44600,476.04,43.819780960
44700,477.65,43.819669810
44800,479.26,43.819559157
44900,480.41,43.819448997
45000,481.42,43.819339326
45100,482.44,43.819230141
45200,483.99,43.819121440
45300,485.60,43.819013218
45400,487.20,43.818905474
45500,488.82,43.818798202
45600,490.09,43.818691402
45700,491.17,43.818585068
45800,492.45,43.818479199
45900,493.47,43.818373792
46000,494.83,43.818268842
46100,496.47,43.818164348
46200,498.11,43.818060307
46300,499.76,43.817956714
46400,501.40,43.817853568
46500,503.04,43.817750866
46600,504.68,43.817648605
46700,506.31,43.817546781
46800,507.95,43.817445393
46900,509.59,43.817344437
47000,511.23,43.817243911
47100,512.87,43.817143811
47200,514.51,43.817044136
47300,516.15,43.816944882
47400,517.79,43.816846047
47500,519.43,43.816747627
47600,521.08,43.816649622
47700,522.72,43.816552027
47800,524.37,43.816454841
47900,526.01,43.816358061
48000,527.66,43.816261683
48100,529.30,43.816165707
48200,530.95,43.816070129
48300,532.46,43.815974946
48400,533.86,43.815880157
48500,534.97,43.815785759
48600,536.48,43.815691749
48700,538.15,43.815598125
48800,539.81,43.815504885
48900,541.47,43.815412026
49000,543.13,43.815319546
49100,544.79,43.815227443
49200,545.88,43.815135715
49300,546.89,43.815044358
49400,547.91,43.814953371
49500,548.94,43.814862752
49600,549.96,43.814772499
49700,550.98,43.814682608
49800,552.01,43.814593079
49900,553.03,43.814503908
50000,554.05,43.814415094
50100,555.08,43.814326634
50200,556.10,43.814238527
50300,557.26,43.814150771
50400,558.92,43.814063362
50500,560.58,43.813976300
50600,561.98,43.813889582
50700,563.53,43.813803206
50800,565.19,43.813717169
50900,566.84,43.813631471
51000,568.50,43.813546109
51100,570.11,43.813461082
51200,571.30,43.813376386
51300,572.36,43.813292020
51400,573.47,43.813207983
51500,574.51,43.813124272
51600,575.53,43.813040886
51700,576.56,43.812957822
51800,577.68,43.812875079
51900,578.71,43.812792654
52000,579.75,43.812710547
52100,581.10,43.812628755
52200,582.72,43.812547276
52300,584.33,43.812466109
52400,585.94,43.812385251
52500,587.56,43.812304702
52600,589.01,43.812224459
52700,590.02,43.812144520
52800,591.05,43.812064885
52900,592.11,43.811985550
53000,593.25,43.811906514
53100,594.73,43.811827777
53200,596.34,43.811749335
53300,597.79,43.811671188
53400,598.81,43.811593333
53500,599.83,43.811515769
53600,601.07,43.811438495
53700,602.68,43.811361509
53800,604.29,43.811284809
53900,605.81,43.811208393
54000,607.08,43.811132260
54100,608.13,43.811056409
54200,609.20,43.810980838
54300,610.22,43.810905545
54400,611.27,43.810830529
54500,612.33,43.810755788
54600,613.78,43.810681321
54700,614.89,43.810607126
54800,615.95,43.810533202
54900,617.05,43.810459547
55000,618.07,43.810386161
55100,619.11,43.810313040
55200,620.47,43.810240184
55300,621.63,43.810167592
55400,622.69,43.810095262
55500,623.82,43.810023193
55600,625.50,43.809951383
55700,627.18,43.809879830
55800,628.85,43.809808534
55900,630.53,43.809737494
56000,632.22,43.809666707
56100,633.90,43.809596172
56200,635.58,43.809525888
56300,637.26,43.809455854
56400,638.93,43.809386068
56500,640.61,43.809316530
56600,642.28,43.809247237
56700,643.95,43.809178188
56800,645.61,43.809109383
56900,647.25,43.809040819
57000,648.88,43.808972496
57100,650.52,43.808904413
57200,652.15,43.808836567
57300,653.51,43.808768958
57400,655.12,43.808701585
57500,656.77,43.808634446
57600,658.42,43.808567540
57700,660.08,43.808500866
57800,661.73,43.808434423
57900,663.13,43.808368209
58000,664.57,43.808302224
58100,665.59,43.808236466
58200,666.60,43.808170933
58300,667.62,43.808105626
58400,668.63,43.808040542
58500,669.64,43.807975681
58600,670.66,43.807911041
58700,671.67,43.807846621
58800,672.69,43.807782420
58900,673.70,43.807718438
59000,674.72,43.807654672
59100,675.73,43.807591122
59200,676.75,43.807527787
59300,677.76,43.807464665
59400,678.78,43.807401756
59500,679.83,43.807339058
59600,680.88,43.807276571
59700,682.40,43.807214293
59800,683.42,43.807152224
59900,684.43,43.807090361
60000,685.45,43.807028705
60100,686.47,43.806967254
60200,687.49,43.806906007
60300,688.51,43.806844963
60400,689.53,43.806784122
60500,690.55,43.806723481
60600,691.57,43.806663041
60700,692.59,43.806602800
60800,694.08,43.806542757
60900,695.72,43.806482911
61000,697.35,43.806423261
61100,698.99,43.806363807
61200,700.43,43.806304547
61300,701.45,43.806245480
61400,702.47,43.806186605
61500,703.50,43.806127922
61600,704.53,43.806069430
61700,705.56,43.806011127
61800,706.59,43.805953013
61900,707.62,43.805895087
62000,708.65,43.805837347
62100,709.68,43.805779794
62200,710.71,43.805722425
62300,711.94,43.805665241
62400,713.33,43.805608240
62500,714.35,43.805551421
62600,715.40,43.805494784
62700,716.46,43.805438328
62800,717.49,43.805382051
62900,718.57,43.805325953
63000,719.64,43.805270034
63100,720.68,43.805214291
63200,721.73,43.805158725
63300,722.88,43.805103335
63400,724.10,43.805048119
63500,725.70,43.804993077
63600,727.04,43.804938209
63700,728.06,43.804883512
63800,729.20,43.804828987
63900,730.86,43.804774633
64000,732.51,43.804720448
64100,734.13,43.804666433
64200,735.75,43.804612586
64300,737.39,43.804558906
64400,739.04,43.804505393
64500,740.69,43.804452046
64600,742.34,43.804398864
64700,744.00,43.804345847
64800,745.65,43.804292993
64900,747.30,43.804240302
65000,748.94,43.804187773
65100,750.58,43.804135406
65200,752.22,43.804083199
65300,753.86,43.804031152
65400,755.50,43.803979264
65500,757.14,43.803927535
65600,758.78,43.803875963
65700,760.41,43.803824548
65800,762.05,43.803773290
65900,763.69,43.803722187
66000,765.30,43.803671239
66100,766.91,43.803620445
66200,768.48,43.803569805
66300,769.81,43.803519317
66400,771.06,43.803468982
66500,772.08,43.803418798
66600,773.09,43.803368764
66700,774.11,43.803318881
66800,775.12,43.803269147
66900,776.14,43.803219561
67000,777.15,43.803170124
67100,778.17,43.803120834
67200,779.19,43.803071691
67300,780.23,43.803022693
67400,781.33,43.802973841
67500,782.37,43.802925134
67600,783.40,43.802876571
67700,784.43,43.802828152
67800,785.47,43.802779875
67900,786.52,43.802731740
68000,787.55,43.802683747
68100,788.62,43.802635895
68200,789.81,43.802588184
68300,791.42,43.802540611
68400,793.04,43.802493179
68500,794.25,43.802445884
68600,795.28,43.802398728
68700,796.31,43.802351708
68800,797.33,43.802304826
68900,798.35,43.802258079
69000,799.38,43.802211468
69100,800.40,43.802164992
69200,801.42,43.802118650
69300,802.44,43.802072442
69400,803.47,43.802026367
69500,804.49,43.801980425
69600,805.51,43.801934615
69700,806.53,43.801888936
69800,807.55,43.801843388
69900,808.57,43.801797971
70000,810.06,43.801752683
70100,811.68,43.801707524
70200,813.29,43.801662494
70300,814.46,43.801617592
70400,815.48,43.801572818
70500,816.50,43.801528171
70600,817.52,43.801483650
70700,818.54,43.801439255
70800,819.55,43.801394985
70900,820.57,43.801350841
71000,821.58,43.801306821
71100,822.60,43.801262924
71200,823.62,43.801219151
71300,824.64,43.801175501
71400,825.65,43.801131973
71500,826.67,43.801088566
71600,827.68,43.801045281
71700,828.70,43.801002117
71800,829.95,43.800959073
71900,831.61,43.800916148
72000,832.65,43.800873343
72100,833.68,43.800830657
72200,834.70,43.800788089
72300,835.71,43.800745638
72400,836.74,43.800703305
72500,838.35,43.800661089
72600,840.00,43.800618989
72700,841.66,43.800577004
72800,843.33,43.800535136
72900,844.71,43.800493382
73000,845.73,43.800451742
73100,846.74,43.800410216
73200,847.76,43.800368804
73300,848.78,43.800327505
73400,849.79,43.800286318
73500,850.81,43.800245243
73600,851.83,43.800204280
73700,853.47,43.800163428
73800,855.04,43.800122687
73900,856.69,43.800082056
74000,858.31,43.800041535
74100,859.91,43.800001123
74200,861.54,43.799960820
74300,863.17,43.799920626
74400,864.81,43.799880540
74500,866.45,43.799840561
74600,868.09,43.799800690
74700,869.74,43.799760925
74800,871.38,43.799721266
74900,873.02,43.799681714
75000,874.66,43.799642267
75100,876.30,43.799602925
75200,877.94,43.799563687
75300,879.59,43.799524554
75400,881.23,43.799485525
75500,882.77,43.799446599
75600,883.79,43.799407776
75700,885.04,43.799369055
75800,886.68,43.799330437
75900,888.33,43.799291921
76000,889.97,43.799253506
76100,891.61,43.799215191
76200,893.26,43.799176978
76300,894.90,43.799138864
76400,896.54,43.799100851
76500,898.17,43.799062936
76600,899.33,43.799025121
76700,900.34,43.798987404
76800,901.36,43.798949786
76900,902.39,43.798912265
77000,903.41,43.798874842
77100,904.45,43.798837516
77200,905.48,43.798800286
77300,907.12,43.798763153
77400,908.77,43.798726116
77500,910.41,43.798689174
77600,912.05,43.798652328
77700,913.70,43.798615577
77800,915.33,43.798578919
77900,916.56,43.798542357
78000,917.59,43.798505887
78100,918.61,43.798469512
78200,919.63,43.798433229
78300,920.77,43.798397039
78400,922.40,43.798360941
78500,924.00,43.798324935
78600,925.21,43.798289021
78700,926.48,43.798253198
78800,927.66,43.798217466
78900,929.08,43.798181825
79000,930.48,43.798146273
79100,931.50,43.798110812
79200,932.51,43.798075440
79300,933.55,43.798040158
79400,934.78,43.798004964
79500,935.80,43.797969859
79600,936.82,43.797934842
79700,937.84,43.797899913
79800,938.86,43.797865071
79900,939.94,43.797830317
80000,941.57,43.797795650
80100,943.21,43.797761069
80200,944.85,43.797726574
80300,946.47,43.797692165
80400,947.95,43.797657842
80500,949.13,43.797623604
80600,950.35,43.797589451
80700,951.78,43.797555383
80800,952.80,43.797521399
80900,953.82,43.797487499
81000,955.43,43.797453683
81100,957.04,43.797419950
81200,958.68,43.797386300
81300,960.32,43.797352734
81400,961.93,43.797319249
81500,963.55,43.797285847
81600,965.19,43.797252526
81700,966.83,43.797219287
81800,967.85,43.797186130
81900,968.87,43.797153053
82000,969.88,43.797120057
82100,970.89,43.797087142
82200,971.91,43.797054306
82300,972.93,43.797021550
82400,973.95,43.796988874
82500,974.96,43.796956277
82600,975.98,43.796923759
82700,977.00,43.796891320
82800,978.02,43.796858958
82900,979.03,43.796826675
83000,980.05,43.796794470
83100,981.07,43.796762343
83200,982.09,43.796730292
83300,983.11,43.796698319
83400,984.13,43.796666422
83500,985.15,43.796634601
83600,986.17,43.796602857
83700,987.19,43.796571188
83800,988.20,43.796539596
83900,989.50,43.796508078
84000,990.95,43.796476635
84100,992.61,43.796445268
84200,993.82,43.796413974
84300,994.84,43.796382755
84400,995.86,43.796351610
84500,996.88,43.796320539
84600,997.90,43.796289541
84700,999.10,43.796258616
84800,1000.77,43.796227765
84900,1002.43,43.796196986
85000,1004.09,43.796166279
85100,1005.76,43.796135644
85200,1007.42,43.796105082
85300,1009.08,43.796074591
85400,1010.74,43.796044171
85500,1012.41,43.796013823
85600,1013.83,43.795983546
85700,1014.84,43.795953339
85800,1015.86,43.795923202
85900,1016.88,43.795893136
86000,1017.89,43.795863140
86100,1018.91,43.795833213
86200,1019.93,43.795803356
86300,1020.94,43.795773568
86400,1021.96,43.795743849
86500,1022.97,43.795714199
86600,1023.99,43.795684617
86700,1025.00,43.795655103
86800,1026.03,43.795625658
86900,1027.04,43.795596280
87000,1028.06,43.795566969
87100,1029.07,43.795537726
87200,1030.18,43.795508551
87300,1031.38,43.795479441
87400,1032.83,43.795450399
87500,1034.49,43.795421423
87600,1036.16,43.795392513
87700,1037.82,43.795363669
87800,1039.48,43.795334891
87900,1041.15,43.795306178
88000,1042.81,43.795277530
88100,1044.47,43.795248948
88200,1046.14,43.795220430
88300,1047.80,43.795191977
88400,1049.46,43.795163588
88500,1051.12,43.795135263
88600,1052.78,43.795107003
88700,1054.33,43.795078806
88800,1055.36,43.795050672
88900,1056.37,43.795022602
89000,1057.39,43.794994595
89100,1058.40,43.794966651
89200,1059.42,43.794938769
89300,1060.44,43.794910950
89400,1061.45,43.794883193
89500,1062.47,43.794855498
89600,1063.48,43.794827865
89700,1064.49,43.794800294
89800,1065.51,43.794772784
89900,1066.53,43.794745335
90000,1067.54,43.794717947
90100,1068.56,43.794690620
90200,1069.57,43.794663354
90300,1070.59,43.794636148
90400,1071.60,43.794609002
90500,1072.62,43.794581916
90600,1073.63,43.794554890
90700,1074.65,43.794527924
90800,1075.66,43.794501016
90900,1076.68,43.794474169
91000,1077.69,43.794447380
91100,1078.71,43.794420650
91200,1079.73,43.794393978
91300,1080.74,43.794367365
91400,1081.76,43.794340810
91500,1082.77,43.794314314
91600,1083.79,43.794287875
91700,1084.80,43.794261493
91800,1085.82,43.794235170
91900,1086.83,43.794208903
92000,1087.85,43.794182694
92100,1089.09,43.794156541
92200,1090.19,43.794130446
92300,1091.74,43.794104407
92400,1093.34,43.794078424
92500,1095.01,43.794052497
92600,1096.29,43.794026626
92700,1097.34,43.794000812
92800,1098.37,43.793975052
92900,1099.44,43.793949349
93000,1100.47,43.793923700
93100,1101.48,43.793898107
93200,1102.50,43.793872568
93300,1103.53,43.793847085
93400,1104.55,43.793821656
93500,1105.57,43.793796281
93600,1106.59,43.793770960
93700,1107.62,43.793745694
93800,1109.21,43.793720481
93900,1110.42,43.793695322
94000,1111.44,43.793670217
94100,1112.46,43.793645165
94200,1113.70,43.793620166
94300,1115.21,43.793595220
94400,1116.87,43.793570327
94500,1118.51,43.793545487
94600,1119.57,43.793520699
94700,1120.82,43.793495964
94800,1122.18,43.793471281
94900,1123.82,43.793446649
95000,1124.88,43.793422070
95100,1126.29,43.793397542
95200,1127.67,43.793373066
95300,1129.07,43.793348642
95400,1130.68,43.793324268
95500,1132.31,43.793299946
95600,1133.92,43.793275674
95700,1135.54,43.793251453
95800,1137.16,43.793227283
95900,1138.78,43.793203163
96000,1140.38,43.793179093
96100,1142.01,43.793155073
96200,1143.63,43.793131104
96300,1145.25,43.793107184
96400,1146.87,43.793083314
96500,1148.48,43.793059493
96600,1150.11,43.793035721
96700,1151.73,43.793011999
96800,1153.34,43.792988326
96900,1154.96,43.792964701
97000,1156.59,43.792941126
97100,1158.20,43.792917598
97200,1159.81,43.792894120
97300,1161.42,43.792870689
97400,1163.05,43.792847307
97500,1164.67,43.792823972
97600,1166.29,43.792800686
97700,1167.88,43.792777447
97800,1169.46,43.792754256
97900,1170.60,43.792731112
98000,1171.62,43.792708015
98100,1172.64,43.792684965
98200,1174.06,43.792661962
98300,1175.08,43.792639006
98400,1176.10,43.792616097
98500,1177.54,43.792593234
98600,1179.21,43.792570418
98700,1180.89,43.792547648
98800,1182.57,43.792524924
98900,1184.24,43.792502245
99000,1185.54,43.792479613
99100,1186.90,43.792457026
99200,1188.57,43.792434485
99300,1190.25,43.792411990
99400,1191.92,43.792389539
99500,1193.59,43.792367134
99600,1195.27,43.792344774
99700,1196.94,43.792322458
99800,1198.61,43.792300187
99900,1200.29,43.792277961
100000,1201.96,43.792255779
100100,1203.42,43.792233642
100200,1204.45,43.792211549
100300,1206.08,43.792189500
100400,1207.74,43.792167494
100500,1209.40,43.792145533
100600,1210.86,43.792123615
100700,1212.25,43.792101741
100800,1213.92,43.792079910
100900,1215.57,43.792058122
101000,1217.22,43.792036378
101100,1218.87,43.792014677
101200,1220.52,43.791993018
101300,1221.81,43.791971402
101400,1222.83,43.791949829
101500,1223.86,43.791928299
101600,1224.89,43.791906810
101700,1225.92,43.791885364
101800,1226.95,43.791863960
101900,1227.98,43.791842599
102000,1229.00,43.791821279
102100,1230.03,43.791800000
102200,1231.06,43.791778764
102300,1232.08,43.791757569
102400,1233.66,43.791736415
102500,1234.91,43.791715303
102600,1236.14,43.791694232
102700,1237.79,43.791673201
102800,1239.44,43.791652212
102900,1241.08,43.791631264
103000,1242.73,43.791610356
103100,1244.37,43.791589489
103200,1246.02,43.791568662
103300,1247.67,43.791547875
103400,1249.32,43.791527129
103500,1250.51,43.791506423
103600,1251.54,43.791485757
103700,1252.56,43.791465130
103800,1253.59,43.791444544
103900,1254.61,43.791423997
104000,1255.63,43.791403489
104100,1256.65,43.791383021
104200,1257.67,43.791362592
104300,1258.76,43.791342203
104400,1260.40,43.791321852
104500,1262.03,43.791301541
104600,1263.69,43.791281268
104700,1265.36,43.791261034
104800,1267.03,43.791240838
104900,1268.42,43.791220681
105000,1269.71,43.791200563
105100,1271.37,43.791180483
105200,1273.04,43.791160441
105300,1274.53,43.791140437
105400,1276.20,43.791120471
105500,1277.87,43.791100542
105600,1279.55,43.791080652
105700,1280.64,43.791060799
105800,1281.66,43.791040984
