# iteration,run time [seconds],cost
22300,78.55,19.739283404
22400,78.90,19.739256843
22500,79.25,19.739230517
22600,79.61,19.739204424
22700,79.96,19.739178562
22800,80.31,19.739152926
22900,80.66,19.739127514
23000,81.01,19.739102323
23100,81.37,19.739077350
23200,81.72,19.739052592
23300,82.07,19.739028047
23400,82.42,19.739003712
23500,82.77,19.738979584
23600,83.13,19.738955660
23700,83.47,19.738931938
23800,83.83,19.738908416
23900,84.18,19.738885090
24000,84.53,19.738861958
24100,84.88,19.738839019
24200,85.23,19.738816269
24300,85.58,19.738793707
24400,85.93,19.738771329
24500,86.28,19.738749134
24600,86.63,19.738727119
24700,86.98,19.738705283
24800,87.33,19.738683623
24900,87.68,19.738662137
25000,88.04,19.738640822
25100,88.39,19.738619678
25200,88.74,19.738598701
25300,89.09,19.738577890
25400,89.44,19.738557243
25500,89.79,19.738536758
25600,90.14,19.738516433
25700,90.49,19.738496266
25800,90.84,19.738476255
25900,91.19,19.738456399
26000,91.54,19.738436696
26100,91.89,19.738417144
26200,92.24,19.738397740
26300,92.59,19.738378485
26400,92.94,19.738359375
26500,93.29,19.738340410
26600,93.64,19.738321587
26700,94.00,19.738302905
26800,94.35,19.738284362
26900,94.70,19.738265958
27000,95.05,19.738247690
27100,95.40,19.738229556
27200,95.76,19.738211556
27300,96.11,19.738193688
27400,96.46,19.738175950
27500,96.81,19.738158341
27600,97.16,19.738140860
27700,97.51,19.738123504
27800,97.86,19.738106274
27900,98.22,19.738089168
28000,98.57,19.738072183
28100,98.92,19.738055319
28200,99.27,19.738038575
28300,99.63,19.738021950
28400,99.98,19.738005441
28500,100.33,19.737989048
28600,100.69,19.737972770
28700,101.04,19.737956605
28800,101.40,19.737940553
28900,101.75,19.737924612
29000,102.10,19.737908780
29100,102.45,19.737893057
29200,102.80,19.737877442
29300,103.16,19.737861934
29400,103.51,19.737846531
29500,103.86,19.737831233
29600,104.21,19.737816038
29700,104.56,19.737800945
29800,104.92,19.737785953
29900,105.27,19.737771062
30000,105.62,19.737756270
30100,105.97,19.737741577
30200,106.32,19.737726980
30300,106.67,19.737712480
30400,107.03,19.737698076
30500,107.38,19.737683765
30600,107.73,19.737669549
30700,108.08,19.737655425
30800,108.44,19.737641393
30900,108.79,19.737627451
31000,109.14,19.737613599
31100,109.49,19.737599837
31200,109.85,19.737586163
31300,110.20,19.737572576
31400,110.55,19.737559076
31500,110.91,19.737545661
31600,111.26,19.737532331
31700,111.62,19.737519086
31800,111.97,19.737505923
31900,112.32,19.737492843
32000,112.68,19.737479845
32100,113.03,19.737466928
32200,113.38,19.737454091
32300,113.74,19.737441334
32400,114.09,19.737428655
32500,114.44,19.737416055
32600,114.80,19.737403532
32700,115.15,19.737391085
32800,115.50,19.737378714
32900,115.86,19.737366418
33000,116.21,19.737354197
33100,116.56,19.737342050
33200,116.91,19.737329976
33300,117.27,19.737317974
33400,117.62,19.737306045
33500,117.97,19.737294186
33600,118.32,19.737282398
33700,118.67,19.737270680
33800,119.02,19.737259032
33900,119.37,19.737247452
34000,119.73,19.737235940
34100,120.08,19.737224496
34200,120.43,19.737213118
34300,120.79,19.737201807
34400,121.15,19.737190562
34500,121.50,19.737179382
34600,121.86,19.737168267
34700,122.21,19.737157215
34800,122.57,19.737146228
34900,122.92,19.737135303
35000,123.28,19.737124440
35100,123.63,19.737113640
35200,123.98,19.737102900
35300,124.33,19.737092222
35400,124.69,19.737081604
35500,125.04,19.737071046
35600,125.40,19.737060547
35700,125.75,19.737050107
35800,126.11,19.737039725
35900,126.46,19.737029401
36000,126.82,19.737019135
36100,127.17,19.737008925
36200,127.52,19.736998772
36300,127.88,19.736988674
36400,128.23,19.736978632
36500,128.58,19.736968646
36600,128.94,19.736958713
36700,129.29,19.736948835
36800,129.64,19.736939011
36900,130.00,19.736929239
37000,130.35,19.736919521
37100,130.70,19.736909855
37200,131.05,19.736900241
37300,131.41,19.736890678
37400,131.76,19.736881167
37500,132.11,19.736871706
37600,132.46,19.736862296
37700,132.81,19.736852936
37800,133.16,19.736843625
37900,133.51,19.736834363
38000,133.86,19.736825150
38100,134.22,19.736815986
38200,134.57,19.736806869
38300,134.92,19.736797800
38400,135.26,19.736788778
38500,135.61,19.736779803
38600,135.96,19.736770875
38700,136.31,19.736761992
38800,136.66,19.736753156
38900,137.02,19.736744365
39000,137.37,19.736735619
39100,137.72,19.736726917
39200,138.07,19.736718261
39300,138.42,19.736709648
39400,138.77,19.736701079
39500,139.12,19.736692553
39600,139.48,19.736684070
39700,139.83,19.736675630
39800,140.18,19.736667233
39900,140.53,19.736658877
40000,140.88,19.736650564
40100,141.23,19.736642292
40200,141.58,19.736634060
40300,141.93,19.736625870
40400,142.28,19.736617721
40500,142.64,19.736609611
40600,142.99,19.736601542
40700,143.34,19.736593512
40800,143.69,19.736585522
40900,144.04,19.736577570
41000,144.40,19.736569658
41100,144.75,19.736561784
41200,145.11,19.736553948
41300,145.46,19.736546150
41400,145.81,19.736538390
41500,146.17,19.736530667
41600,146.52,19.736522981
41700,146.87,19.736515332
41800,147.22,19.736507720
41900,147.58,19.736500144
42000,147.93,19.736492604
42100,148.28,19.736485100
42200,148.64,19.736477632
42300,148.99,19.736470198
42400,149.34,19.736462800
42500,149.70,19.736455437
42600,150.05,19.736448108
42700,150.41,19.736440814
42800,150.76,19.736433554
42900,151.11,19.736426327
43000,151.46,19.736419134
43100,151.81,19.736411975
43200,152.16,19.736404849
43300,152.51,19.736397755
43400,152.87,19.736390694
43500,153.22,19.736383666
43600,153.57,19.736376670
43700,153.92,19.736369706
43800,154.28,19.736362774
43900,154.63,19.736355873
44000,154.98,19.736349004
44100,155.34,19.736342166
44200,155.69,19.736335359
44300,156.04,19.736328582
44400,156.39,19.736321837
44500,156.75,19.736315121
44600,157.10,19.736308435
44700,157.45,19.736301780
44800,157.80,19.736295154
44900,158.16,19.736288558
45000,158.52,19.736281991
45100,158.87,19.736275453
45200,159.22,19.736268944
45300,159.58,19.736262464
45400,159.93,19.736256012
45500,160.28,19.736249589
45600,160.63,19.736243193
45700,160.98,19.736236826
45800,161.34,19.736230487
45900,161.69,19.736224175
46000,162.04,19.736217891
46100,162.39,19.736211634
46200,162.74,19.736205404
46300,163.09,19.736199201
46400,163.45,19.736193025
46500,163.80,19.736186875
46600,164.15,19.736180751
46700,164.50,19.736174654
46800,164.86,19.736168583
46900,165.21,19.736162538
47000,165.56,19.736156519
47100,165.92,19.736150525
47200,166.27,19.736144556
47300,166.62,19.736138613
47400,166.97,19.736132695
47500,167.32,19.736126802
47600,167.67,19.736120933
47700,168.02,19.736115089
47800,168.37,19.736109270
47900,168.72,19.736103474
48000,169.08,19.736097703
48100,169.43,19.736091956
48200,169.78,19.736086233
48300,170.13,19.736080534
48400,170.48,19.736074858
48500,170.84,19.736069205
48600,171.19,19.736063576
48700,171.54,19.736057970
48800,171.89,19.736052387
48900,172.25,19.736046827
49000,172.60,19.736041289
49100,172.95,19.736035774
49200,173.30,19.736030281
49300,173.65,19.736024811
49400,174.00,19.736019363
49500,174.36,19.736013936
49600,174.71,19.736008532
49700,175.06,19.736003149
49800,175.41,19.735997789
49900,175.76,19.735992449
50000,176.11,19.735987131
50100,176.47,19.735981834
50200,176.82,19.735976558
50300,177.17,19.735971303
50400,177.52,19.735966069
50500,177.88,19.735960856
50600,178.23,19.735955664
50700,178.58,19.735950491
50800,178.93,19.735945340
50900,179.28,19.735940208
51000,179.63,19.735935097
51100,179.99,19.735930005
51200,180.34,19.735924934
51300,180.69,19.735919882
51400,181.04,19.735914850
51500,181.40,19.735909837
51600,181.75,19.735904844
51700,182.10,19.735899870
51800,182.45,19.735894916
51900,182.81,19.735889980
52000,183.16,19.735885064
52100,183.51,19.735880166
52200,183.86,19.735875287
52300,184.21,19.735870427
52400,184.56,19.735865585
52500,184.91,19.735860762
52600,185.26,19.735855957
52700,185.61,19.735851170
52800,185.97,19.735846402
52900,186.32,19.735841651
53000,186.67,19.735836919
53100,187.02,19.735832204
53200,187.37,19.735827507
53300,187.72,19.735822828
53400,188.08,19.735818166
53500,188.43,19.735813521
53600,188.78,19.735808894
53700,189.13,19.735804284
53800,189.48,19.735799691
53900,189.83,19.735795116
54000,190.18,19.735790557
54100,190.53,19.735786015
54200,190.89,19.735781490
54300,191.24,19.735776981
54400,191.59,19.735772489
54500,191.94,19.735768014
54600,192.29,19.735763555
54700,192.65,19.735759112
54800,193.00,19.735754686
54900,193.35,19.735750275
55000,193.70,19.735745881
55100,194.05,19.735741503
55200,194.41,19.735737140
55300,194.76,19.735732793
55400,195.11,19.735728462
55500,195.46,19.735724147
55600,195.81,19.735719847
55700,196.17,19.735715562
55800,196.52,19.735711293
55900,196.87,19.735707039
56000,197.22,19.735702801
56100,197.57,19.735698577
56200,197.93,19.735694368
56300,198.28,19.735690175
56400,198.63,19.735685996
56500,198.98,19.735681832
56600,199.33,19.735677683
56700,199.68,19.735673548
56800,200.04,19.735669428
56900,200.39,19.735665323
57000,200.74,19.735661232
57100,201.09,19.735657155
57200,201.44,19.735653092
57300,201.79,19.735649044
57400,202.14,19.735645010
57500,202.49,19.735640989
57600,202.85,19.735636983
57700,203.20,19.735632991
57800,203.55,19.735629012
57900,203.91,19.735625047
58000,204.26,19.735621096
58100,204.61,19.735617159
58200,204.96,19.735613235
58300,205.32,19.735609324
58400,205.67,19.735605427
58500,206.02,19.735601543
58600,206.37,19.735597672
58700,206.72,19.735593815
58800,207.08,19.735589971
58900,207.43,19.735586139
59000,207.78,19.735582321
59100,208.13,19.735578516
59200,208.48,19.735574723
59300,208.83,19.735570944
59400,209.19,19.735567177
59500,209.54,19.735563422
59600,209.89,19.735559681
59700,210.24,19.735555952
59800,210.59,19.735552235
59900,210.94,19.735548531
60000,211.30,19.735544839
60100,211.65,19.735541159
60200,212.00,19.735537492
60300,212.35,19.735533836
60400,212.70,19.735530193
60500,213.05,19.735526562
60600,213.41,19.735522943
60700,213.76,19.735519336
60800,214.11,19.735515740
60900,214.46,19.735512157
61000,214.81,19.735508585
61100,215.16,19.735505025
61200,215.51,19.735501477
61300,215.86,19.735497940
61400,216.21,19.735494414
61500,216.56,19.735490900
61600,216.91,19.735487398
61700,217.26,19.735483907
61800,217.62,19.735480427
61900,217.97,19.735476958
62000,218.32,19.735473501
62100,218.67,19.735470055
62200,219.02,19.735466619
62300,219.37,19.735463195
62400,219.73,19.735459782
62500,220.08,19.735456380
62600,220.43,19.735452988
62700,220.79,19.735449608
62800,221.14,19.735446238
62900,221.49,19.735442879
63000,221.84,19.735439531
63100,222.19,19.735436193
63200,222.54,19.735432866
63300,222.89,19.735429549
63400,223.24,19.735426242
63500,223.60,19.735422947
63600,223.95,19.735419661
63700,224.30,19.735416386
63800,224.65,19.735413121
63900,225.00,19.735409866
64000,225.35,19.735406622
64100,225.71,19.735403387
64200,226.06,19.735400163
64300,226.41,19.735396949
64400,226.76,19.735393744
64500,227.11,19.735390550
64600,227.46,19.735387366
64700,227.81,19.735384191
64800,228.17,19.735381026
64900,228.52,19.735377871
65000,228.87,19.735374726
65100,229.22,19.735371590
65200,229.58,19.735368464
65300,229.93,19.735365347
65400,230.28,19.735362240
65500,230.63,19.735359143
65600,230.99,19.735356055
65700,231.34,19.735352976
65800,231.69,19.735349907
65900,232.05,19.735346847
66000,232.40,19.735343796
66100,232.75,19.735340754
66200,233.11,19.735337722
66300,233.46,19.735334699
66400,233.82,19.735331685
66500,234.17,19.735328680
66600,234.52,19.735325684
66700,234.87,19.735322697
66800,235.22,19.735319719
66900,235.57,19.735316750
67000,235.93,19.735313789
67100,236.28,19.735310838
67200,236.63,19.735307895
67300,236.99,19.735304961
67400,237.34,19.735302036
67500,237.69,19.735299120
67600,238.04,19.735296212
67700,238.40,19.735293312
67800,238.75,19.735290421
67900,239.10,19.735287539
68000,239.45,19.735284665
68100,239.80,19.735281800
68200,240.16,19.735278943
68300,240.51,19.735276095
68400,240.86,19.735273254
68500,241.21,19.735270422
68600,241.57,19.735267599
68700,241.92,19.735264783
68800,242.27,19.735261976
68900,242.63,19.735259177
69000,242.98,19.735256386
69100,243.34,19.735253603
69200,243.69,19.735250828
69300,244.05,19.735248061
69400,244.40,19.735245302
69500,244.75,19.735242551
69600,245.10,19.735239808
69700,245.46,19.735237073
69800,245.81,19.735234345
69900,246.16,19.735231626
70000,246.51,19.735228914
70100,246.86,19.735226210
70200,247.21,19.735223513
70300,247.57,19.735220825
70400,247.92,19.735218144
70500,248.27,19.735215470
70600,248.63,19.735212804
70700,248.98,19.735210146
70800,249.33,19.735207495
70900,249.68,19.735204852
71000,250.03,19.735202216
71100,250.39,19.735199587
71200,250.74,19.735196966
71300,251.09,19.735194353
71400,251.44,19.735191746
71500,251.80,19.735189147
71600,252.15,19.735186555
71700,252.50,19.735183970
71800,252.86,19.735181393
71900,253.21,19.735178823
72000,253.56,19.735176260
72100,253.91,19.735173704
72200,254.26,19.735171155
72300,254.61,19.735168613
72400,254.96,19.735166078
72500,255.31,19.735163550
72600,255.66,19.735161029
72700,256.02,19.735158515
72800,256.37,19.735156008
72900,256.72,19.735153508
73000,257.07,19.735151014
73100,257.43,19.735148528
73200,257.78,19.735146048
73300,258.14,19.735143575
73400,258.49,19.735141109
73500,258.85,19.735138649
73600,259.20,19.735136197
73700,259.56,19.735133750
73800,259.92,19.735131311
73900,260.27,19.735128878
74000,260.63,19.735126451
74100,260.98,19.735124032
74200,261.33,19.735121618
74300,261.69,19.735119212
74400,262.04,19.735116811
74500,262.40,19.735114417
74600,262.75,19.735112030
74700,263.11,19.735109649
74800,263.46,19.735107274
74900,263.81,19.735104906
75000,264.17,19.735102544
75100,264.52,19.735100188
75200,264.87,19.735097838
75300,265.23,19.735095495
75400,265.59,19.735093158
75500,265.94,19.735090827
75600,266.29,19.735088502
75700,266.65,19.735086184
75800,267.00,19.735083871
75900,267.36,19.735081565
76000,267.71,19.735079265
76100,268.06,19.735076971
76200,268.42,19.735074682
76300,268.77,19.735072400
76400,269.13,19.735070124
76500,269.48,19.735067854
76600,269.83,19.735065589
76700,270.19,19.735063331
76800,270.54,19.735061078
76900,270.90,19.735058831
77000,271.25,19.735056591
77100,271.61,19.735054356
77200,271.96,19.735052126
77300,272.32,19.735049903
77400,272.67,19.735047685
77500,273.03,19.735045473
77600,273.38,19.735043267
77700,273.73,19.735041066
77800,274.09,19.735038871
77900,274.44,19.735036682
78000,274.79,19.735034498
78100,275.15,19.735032320
78200,275.50,19.735030147
78300,275.85,19.735027980
78400,276.20,19.735025819
78500,276.56,19.735023663
78600,276.91,19.735021512
78700,277.26,19.735019367
78800,277.62,19.735017227
78900,277.97,19.735015093
79000,278.32,19.735012964
79100,278.68,19.735010841
79200,279.03,19.735008723
79300,279.38,19.735006610
79400,279.74,19.735004503
79500,280.09,19.735002401
79600,280.44,19.735000304
79700,280.80,19.734998213
79800,281.15,19.734996126
79900,281.50,19.734994045
80000,281.86,19.734991969
80100,282.21,19.734989899
80200,282.57,19.734987833
80300,282.92,19.734985773
80400,283.28,19.734983717
80500,283.63,19.734981667
80600,283.99,19.734979622
80700,284.35,19.734977582
80800,284.70,19.734975547
80900,285.05,19.734973517
81000,285.40,19.734971493
81100,285.75,19.734969473
81200,286.11,19.734967458
81300,286.46,19.734965448
81400,286.82,19.734963443
81500,287.17,19.734961443
81600,287.52,19.734959447
81700,287.87,19.734957457
81800,288.23,19.734955472
81900,288.58,19.734953491
82000,288.93,19.734951515
82100,289.29,19.734949544
82200,289.64,19.734947578
82300,289.99,19.734945617
82400,290.35,19.734943660
82500,290.70,19.734941708
82600,291.06,19.734939761
82700,291.41,19.734937819
82800,291.76,19.734935881
82900,292.12,19.734933948
83000,292.47,19.734932019
83100,292.82,19.734930096
83200,293.18,19.734928176
83300,293.53,19.734926262
83400,293.88,19.734924352
83500,294.24,19.734922446
83600,294.59,19.734920546
83700,294.94,19.734918649
83800,295.30,19.734916758
83900,295.65,19.734914870
84000,296.00,19.734912988
84100,296.35,19.734911109
84200,296.71,19.734909235
84300,297.06,19.734907366
84400,297.42,19.734905501
84500,297.77,19.734903641
84600,298.12,19.734901784
84700,298.48,19.734899933
84800,298.83,19.734898085
84900,299.18,19.734896242
85000,299.54,19.734894404
85100,299.89,19.734892569
85200,300.24,19.734890739
85300,300.59,19.734888913
85400,300.94,19.734887092
85500,301.30,19.734885275
85600,301.65,19.734883462
85700,302.00,19.734881653
85800,302.35,19.734879848
85900,302.71,19.734878048
86000,303.06,19.734876252
86100,303.41,19.734874460
86200,303.77,19.734872672
86300,304.12,19.734870888
86400,304.47,19.734869109
86500,304.83,19.734867333
86600,305.18,19.734865562
86700,305.53,19.734863795
86800,305.88,19.734862032
86900,306.23,19.734860272
87000,306.59,19.734858517
87100,306.94,19.734856766
87200,307.30,19.734855019
87300,307.65,19.734853276
87400,308.00,19.734851537
87500,308.36,19.734849802
87600,308.71,19.734848071
87700,309.06,19.734846344
87800,309.41,19.734844621
87900,309.77,19.734842901
88000,310.12,19.734841186
88100,310.47,19.734839474
88200,310.82,19.734837767
88300,311.18,19.734836063
88400,311.53,19.734834363
88500,311.88,19.734832667
88600,312.23,19.734830975
88700,312.58,19.734829286
88800,312.94,19.734827602
88900,313.29,19.734825921
89000,313.65,19.734824244
89100,314.00,19.734822571
89200,314.35,19.734820901
89300,314.70,19.734819235
89400,315.06,19.734817573
89500,315.41,19.734815915
89600,315.76,19.734814260
89700,316.11,19.734812609
89800,316.46,19.734810962
89900,316.81,19.734809318
90000,317.17,19.734807678
90100,317.52,19.734806042
90200,317.87,19.734804409
90300,318.22,19.734802780
90400,318.57,19.734801155
90500,318.92,19.734799533
90600,319.28,19.734797915
90700,319.63,19.734796300
90800,319.98,19.734794689
90900,320.33,19.734793081
91000,320.68,19.734791477
91100,321.03,19.734789876
91200,321.39,19.734788279
91300,321.74,19.734786686
91400,322.09,19.734785096
91500,322.44,19.734783509
91600,322.79,19.734781926
91700,323.14,19.734780346
91800,323.50,19.734778770
91900,323.85,19.734777197
92000,324.20,19.734775628
92100,324.55,19.734774062
92200,324.90,19.734772499
92300,325.25,19.734770940
92400,325.60,19.734769384
92500,325.96,19.734767832
92600,326.31,19.734766283
92700,326.66,19.734764737
92800,327.02,19.734763194
92900,327.37,19.734761655
93000,327.73,19.734760119
93100,328.08,19.734758587
93200,328.43,19.734757058
93300,328.79,19.734755532
93400,329.14,19.734754009
93500,329.49,19.734752490
93600,329.85,19.734750973
93700,330.20,19.734749461
93800,330.55,19.734747951
93900,330.90,19.734746444
94000,331.25,19.734744941
94100,331.60,19.734743441
94200,331.95,19.734741944
94300,332.30,19.734740450
94400,332.65,19.734738960
94500,333.01,19.734737472
94600,333.36,19.734735988
94700,333.71,19.734734507
94800,334.06,19.734733029
94900,334.41,19.734731554
95000,334.76,19.734730082
95100,335.11,19.734728613
95200,335.46,19.734727148
95300,335.81,19.734725685
95400,336.17,19.734724226
95500,336.52,19.734722769
95600,336.87,19.734721316
95700,337.23,19.734719866
95800,337.58,19.734718418
95900,337.93,19.734716974
96000,338.28,19.734715533
96100,338.64,19.734714095
96200,338.99,19.734712659
96300,339.35,19.734711227
96400,339.70,19.734709798
96500,340.05,19.734708371
96600,340.40,19.734706948
96700,340.76,19.734705527
96800,341.11,19.734704110
96900,341.46,19.734702695
97000,341.82,19.734701284
97100,342.17,19.734699875
97200,342.52,19.734698469
97300,342.88,19.734697066
97400,343.23,19.734695666
97500,343.58,19.734694268
97600,343.94,19.734692874
97700,344.29,19.734691483
97800,344.65,19.734690094
97900,345.00,19.734688708
98000,345.36,19.734687325
98100,345.71,19.734685945
98200,346.06,19.734684567
98300,346.42,19.734683193
98400,346.77,19.734681821
98500,347.12,19.734680452
98600,347.48,19.734679086
98700,347.83,19.734677722
98800,348.18,19.734676362
98900,348.53,19.734675004
99000,348.88,19.734673648
99100,349.23,19.734672296
99200,349.59,19.734670946
99300,349.94,19.734669599
99400,350.29,19.734668255
99500,350.64,19.734666913
99600,350.99,19.734665574
99700,351.34,19.734664238
99800,351.70,19.734662905
99900,352.05,19.734661574
100000,352.40,19.734660245
100100,352.75,19.734658920
100200,353.10,19.734657597
100300,353.45,19.734656277
100400,353.81,19.734654959
100500,354.16,19.734653644
100600,354.51,19.734652332
100700,354.86,19.734651022
100800,355.21,19.734649714
100900,355.57,19.734648410
101000,355.92,19.734647108
101100,356.27,19.734645808
101200,356.63,19.734644511
101300,356.98,19.734643217
101400,357.34,19.734641925
101500,357.69,19.734640636
101600,358.05,19.734639349
101700,358.40,19.734638065
101800,358.76,19.734636784
101900,359.11,19.734635504
102000,359.47,19.734634228
102100,359.83,19.734632954
102200,360.18,19.734631682
102300,360.54,19.734630413
102400,360.89,19.734629146
102500,361.25,19.734627882
102600,361.60,19.734626620
102700,361.96,19.734625361
102800,362.32,19.734624104
102900,362.67,19.734622850
103000,363.03,19.734621598
103100,363.38,19.734620348
103200,363.74,19.734619101
103300,364.09,19.734617857
103400,364.45,19.734616614
103500,364.80,19.734615374
103600,365.15,19.734614137
103700,365.50,19.734612902
103800,365.85,19.734611669
103900,366.21,19.734610439
104000,366.56,19.734609211
104100,366.91,19.734607985
104200,367.26,19.734606762
104300,367.61,19.734605541
104400,367.96,19.734604322
104500,368.31,19.734603106
104600,368.66,19.734601892
104700,369.02,19.734600681
104800,369.37,19.734599471
104900,369.72,19.734598264
105000,370.07,19.734597060
105100,370.42,19.734595857
105200,370.78,19.734594657
105300,371.13,19.734593459
105400,371.48,19.734592264
105500,371.83,19.734591071
105600,372.19,19.734589880
105700,372.54,19.734588691
105800,372.89,19.734587504
105900,373.24,19.734586320
106000,373.60,19.734585138
106100,373.95,19.734583958
106200,374.30,19.734582780
106300,374.66,19.734581605
106400,375.01,19.734580432
106500,375.36,19.734579261
106600,375.72,19.734578092
106700,376.07,19.734576926
106800,376.43,19.734575761
106900,376.78,19.734574599
107000,377.13,19.734573439
107100,377.49,19.734572281
107200,377.84,19.734571125
107300,378.20,19.734569972
107400,378.55,19.734568820
107500,378.91,19.734567671
