# iteration,run time [seconds],cost
18500,177.16,32.982207924
18600,178.14,32.981578903
18700,179.10,32.980956608
18800,180.07,32.980340934
18900,181.04,32.979731774
19000,182.01,32.979129027
19100,182.99,32.978532590
19200,183.96,32.977942366
19300,184.93,32.977358258
19400,185.89,32.976780171
19500,186.86,32.976208014
19600,187.83,32.975641694
19700,188.80,32.975081123
19800,189.77,32.974526215
19900,190.74,32.973976883
20000,191.71,32.973433044
20100,192.68,32.972894616
20200,193.65,32.972361519
20300,194.63,32.971833674
20400,195.61,32.971311004
20500,196.58,32.970793432
20600,197.55,32.970280885
20700,198.53,32.969773290
20800,199.50,32.969270576
20900,200.47,32.968772672
21000,201.44,32.968279510
21100,202.40,32.967791022
21200,203.37,32.967307142
21300,204.34,32.966827806
21400,205.31,32.966352949
21500,206.28,32.965882509
21600,207.25,32.965416425
21700,208.23,32.964954636
21800,209.21,32.964497084
21900,210.18,32.964043710
22000,211.15,32.963594458
22100,212.12,32.963149271
22200,213.10,32.962708094
22300,214.07,32.962270874
22400,215.05,32.961837558
22500,216.03,32.961408093
22600,217.02,32.960982429
22700,218.00,32.960560514
22800,218.99,32.960142301
22900,219.98,32.959727740
23000,220.96,32.959316784
23100,221.98,32.958909385
23200,222.96,32.958505499
23300,223.98,32.958105079
23400,224.96,32.957708081
23500,225.94,32.957314462
23600,226.92,32.956924179
23700,227.89,32.956537189
23800,228.87,32.956153451
23900,229.84,32.955772924
24000,230.82,32.955395568
24100,231.79,32.955021343
24200,232.76,32.954650211
24300,233.74,32.954282133
24400,234.73,32.953917073
24500,235.71,32.953554992
24600,236.69,32.953195855
24700,237.66,32.952839626
24800,238.64,32.952486269
24900,239.63,32.952135751
25000,240.62,32.951788036
25100,241.63,32.951443092
25200,242.62,32.951100886
25300,243.61,32.950761385
25400,244.59,32.950424557
25500,245.58,32.950090370
25600,246.57,32.949758795
25700,247.56,32.949429799
25800,248.55,32.949103354
25900,249.54,32.948779430
26000,250.54,32.948457997
26100,251.53,32.948139027
26200,252.52,32.947822492
26300,253.52,32.947508364
26400,254.52,32.947196615
26500,255.54,32.946887220
26600,256.53,32.946580150
26700,257.52,32.946275381
26800,258.51,32.945972886
26900,259.51,32.945672640
27000,260.50,32.945374618
27100,261.49,32.945078795
27200,262.49,32.944785147
27300,263.49,32.944493650
27400,264.47,32.944204282
27500,265.46,32.943917017
27600,266.45,32.943631834
27700,267.45,32.943348710
27800,268.44,32.943067623
27900,269.42,32.942788551
28000,270.41,32.942511472
28100,271.40,32.942236365
28200,272.38,32.941963209
28300,273.37,32.941691984
28400,274.36,32.941422668
28500,275.35,32.941155242
28600,276.34,32.940889687
28700,277.33,32.940625982
28800,278.32,32.940364108
28900,279.31,32.940104046
29000,280.30,32.939845778
29100,281.29,32.939589285
29200,282.35,32.939334548
29300,283.35,32.939081550
29400,284.35,32.938830274
29500,285.34,32.938580700
29600,286.32,32.938332813
29700,287.31,32.938086596
29800,288.30,32.937842030
29900,289.28,32.937599101
30000,290.27,32.937357791
30100,291.26,32.937118084
30200,292.27,32.936879965
30300,293.27,32.936643417
30400,294.29,32.936408426
30500,295.28,32.936174975
30600,296.28,32.935943050
30700,297.27,32.935712636
30800,298.27,32.935483719
30900,299.26,32.935256283
31000,300.31,32.935030314
31100,301.30,32.934805798
31200,302.30,32.934582721
31300,303.30,32.934361070
31400,304.30,32.934140831
31500,305.30,32.933921990
31600,306.30,32.933704533
31700,307.30,32.933488449
31800,308.29,32.933273724
31900,309.29,32.933060345
32000,310.28,32.932848299
32100,311.28,32.932637575
32200,312.28,32.932428160
32300,313.26,32.932220041
32400,314.28,32.932013206
32500,315.27,32.931807645
32600,316.26,32.931603345
32700,317.25,32.931400294
32800,318.23,32.931198481
32900,319.22,32.930997895
33000,320.22,32.930798525
33100,321.21,32.930600359
33200,322.20,32.930403387
33300,323.18,32.930207598
33400,324.17,32.930012981
33500,325.15,32.929819526
33600,326.14,32.929627223
33700,327.12,32.929436061
33800,328.11,32.929246030
33900,329.09,32.929057120
34000,330.08,32.928869321
34100,331.06,32.928682624
34200,332.04,32.928497018
34300,333.03,32.928312495
34400,334.02,32.928129044
34500,335.01,32.927946657
34600,335.99,32.927765324
34700,336.98,32.927585037
34800,337.96,32.927405785
34900,338.95,32.927227561
35000,339.94,32.927050355
35100,340.92,32.926874158
35200,341.91,32.926698963
35300,342.89,32.926524760
35400,343.89,32.926351542
35500,344.88,32.926179299
35600,345.88,32.926008024
35700,346.87,32.925837709
35800,347.86,32.925668345
35900,348.85,32.925499924
36000,349.84,32.925332439
36100,350.83,32.925165882
36200,351.83,32.925000245
36300,352.84,32.924835521
36400,353.83,32.924671702
36500,354.82,32.924508780
36600,355.83,32.924346749
36700,356.83,32.924185600
36800,357.84,32.924025328
36900,358.83,32.923865924
37000,359.83,32.923707381
37100,360.82,32.923549694
37200,361.82,32.923392854
37300,362.82,32.923236855
37400,363.82,32.923081690
37500,364.82,32.922927353
37600,365.81,32.922773836
37700,366.81,32.922621134
37800,367.81,32.922469240
37900,368.81,32.922318148
38000,369.81,32.922167851
38100,370.81,32.922018342
38200,371.81,32.921869617
38300,372.83,32.921721668
38400,373.83,32.921574489
38500,374.84,32.921428075
38600,375.84,32.921282420
38700,376.84,32.921137517
38800,377.84,32.920993362
38900,378.84,32.920849947
39000,379.84,32.920707268
39100,380.84,32.920565319
39200,381.83,32.920424094
39300,382.83,32.920283587
39400,383.82,32.920143794
39500,384.82,32.920004709
39600,385.83,32.919866326
39700,386.83,32.919728640
39800,387.84,32.919591646
39900,388.85,32.919455339
40000,389.85,32.919319713
40100,390.86,32.919184764
40200,391.85,32.919050486
40300,392.86,32.918916874
40400,393.86,32.918783924
40500,394.86,32.918651630
40600,395.85,32.918519988
40700,396.85,32.918388993
40800,397.86,32.918258640
40900,398.88,32.918128925
41000,399.92,32.917999842
41100,400.92,32.917871387
41200,401.92,32.917743556
41300,402.92,32.917616344
41400,403.92,32.917489746
41500,404.93,32.917363759
41600,405.93,32.917238377
41700,406.93,32.917113597
41800,407.93,32.916989413
41900,408.99,32.916865822
42000,410.02,32.916742820
42100,411.36,32.916620402
42200,412.37,32.916498565
42300,413.38,32.916377303
42400,414.37,32.916256613
42500,415.36,32.916136492
42600,416.41,32.916016934
42700,417.40,32.915897936
42800,418.39,32.915779494
42900,419.39,32.915661605
43000,420.38,32.915544263
43100,421.38,32.915427467
43200,422.37,32.915311211
43300,423.36,32.915195491
43400,424.35,32.915080306
43500,425.34,32.914965649
43600,426.34,32.914851519
43700,427.34,32.914737911
43800,428.33,32.914624822
43900,429.33,32.914512248
44000,430.35,32.914400185
44100,431.36,32.914288631
44200,432.36,32.914177582
44300,433.55,32.914067034
44400,434.65,32.913956983
44500,435.65,32.913847428
44600,436.65,32.913738364
44700,437.64,32.913629787
44800,438.64,32.913521696
44900,439.63,32.913414086
45000,440.63,32.913306954
45100,441.62,32.913200297
45200,442.61,32.913094112
45300,443.61,32.912988396
45400,444.61,32.912883146
45500,445.60,32.912778358
45600,446.60,32.912674030
45700,447.59,32.912570158
45800,448.59,32.912466740
45900,449.59,32.912363773
46000,450.58,32.912261253
46100,451.58,32.912159178
46200,452.58,32.912057545
46300,453.58,32.911956351
46400,454.67,32.911855593
46500,455.68,32.911755268
46600,456.68,32.911655374
46700,457.69,32.911555908
46800,458.70,32.911456867
46900,459.71,32.911358248
47000,460.71,32.911260049
47100,461.72,32.911162267
47200,462.73,32.911064899
47300,463.73,32.910967943
47400,464.74,32.910871396
47500,465.74,32.910775256
47600,466.75,32.910679519
47700,467.75,32.910584184
47800,468.76,32.910489247
47900,469.76,32.910394708
48000,470.75,32.910300562
48100,471.75,32.910206807
48200,472.74,32.910113441
48300,473.74,32.910020462
48400,474.74,32.909927868
48500,475.74,32.909835655
48600,476.74,32.909743821
48700,477.73,32.909652365
48800,478.73,32.909561283
48900,479.73,32.909470574
49000,480.73,32.909380236
49100,481.73,32.909290265
49200,482.72,32.909200660
49300,483.72,32.909111418
49400,484.72,32.909022538
49500,485.72,32.908934017
49600,486.72,32.908845853
49700,487.72,32.908758043
49800,488.71,32.908670586
49900,489.71,32.908583480
50000,490.71,32.908496722
50100,491.70,32.908410311
50200,492.70,32.908324243
50300,493.70,32.908238518
50400,494.70,32.908153133
50500,495.70,32.908068087
50600,496.70,32.907983376
50700,497.70,32.907899000
50800,498.70,32.907814955
50900,499.69,32.907731241
51000,500.76,32.907647856
51100,501.77,32.907564796
51200,503.39,32.907482061
51300,505.04,32.907399649
51400,506.68,32.907317557
51500,508.33,32.907235784
51600,509.97,32.907154328
51700,511.62,32.907073187
51800,513.26,32.906992360
51900,514.91,32.906911844
52000,516.55,32.906831637
52100,518.20,32.906751738
52200,519.84,32.906672146
52300,521.49,32.906592858
52400,523.14,32.906513872
52500,524.79,32.906435188
52600,526.44,32.906356802
52700,527.72,32.906278715
52800,528.77,32.906200922
52900,529.80,32.906123424
53000,530.83,32.906046219
53100,531.85,32.905969304
53200,532.97,32.905892678
53300,534.05,32.905816340
53400,535.06,32.905740288
53500,536.08,32.905664520
53600,537.15,32.905589035
53700,538.15,32.905513830
53800,539.16,32.905438906
53900,540.19,32.905364259
54000,541.21,32.905289889
54100,542.24,32.905215794
54200,543.28,32.905141972
54300,544.28,32.905068423
54400,545.30,32.904995143
54500,546.31,32.904922133
54600,547.39,32.904849390
54700,548.40,32.904776912
54800,549.42,32.904704700
54900,550.43,32.904632750
55000,551.43,32.904561062
55100,552.43,32.904489635
55200,553.45,32.904418466
55300,554.51,32.904347554
55400,555.53,32.904276899
55500,556.57,32.904206498
55600,557.61,32.904136350
55700,558.66,32.904066454
55800,559.69,32.903996809
55900,561.06,32.903927413
56000,562.68,32.903858264
56100,564.29,32.903789363
56200,565.90,32.903720706
56300,567.34,32.903652293
56400,568.34,32.903584123
56500,569.34,32.903516194
56600,570.35,32.903448506
56700,571.36,32.903381056
56800,572.39,32.903313843
56900,573.74,32.903246867
57000,575.28,32.903180126
57100,576.30,32.903113618
57200,577.96,32.903047343
57300,579.61,32.902981300
57400,581.00,32.902915486
57500,582.01,32.902849901
57600,583.04,32.902784544
57700,584.06,32.902719414
57800,585.32,32.902654509
57900,586.97,32.902589828
58000,588.51,32.902525371
58100,589.51,32.902461135
58200,590.51,32.902397120
58300,591.51,32.902333324
58400,592.51,32.902269747
58500,593.51,32.902206387
58600,594.79,32.902143244
58700,596.44,32.902080315
58800,597.84,32.902017601
58900,599.30,32.901955100
59000,600.94,32.901892810
59100,602.59,32.901830731
59200,604.23,32.901768863
59300,605.87,32.901707202
59400,607.50,32.901645749
59500,609.14,32.901584503
59600,610.74,32.901523463
59700,611.97,32.901462627
59800,612.98,32.901401994
59900,614.04,32.901341564
60000,615.06,32.901281335
60100,616.12,32.901221306
60200,617.14,32.901161477
60300,618.17,32.901101847
60400,619.18,32.901042414
60500,620.18,32.900983177
60600,621.34,32.900924136
60700,622.95,32.900865290
60800,624.56,32.900806637
60900,625.75,32.900748176
61000,627.36,32.900689907
61100,628.98,32.900631830
61200,630.59,32.900573941
61300,632.21,32.900516242
61400,633.82,32.900458731
61500,635.46,32.900401406
61600,637.11,32.900344268
61700,638.73,32.900287315
61800,640.34,32.900230546
61900,641.97,32.900173961
62000,643.62,32.900117558
62100,644.97,32.900061337
62200,646.36,32.900005297
62300,647.98,32.899949436
62400,649.62,32.899893755
62500,651.26,32.899838252
62600,652.89,32.899782926
62700,654.52,32.899727776
62800,656.16,32.899672802
62900,657.79,32.899618003
63000,659.42,32.899563378
63100,661.05,32.899508926
63200,662.68,32.899454647
63300,664.31,32.899400539
63400,665.93,32.899346601
63500,667.55,32.899292834
63600,669.17,32.899239235
63700,670.50,32.899185805
63800,672.16,32.899132542
63900,673.80,32.899079446
64000,675.46,32.899026516
64100,677.12,32.898973751
64200,678.74,32.898921151
64300,680.36,32.898868714
64400,681.98,32.898816440
64500,683.26,32.898764328
64600,684.56,32.898712377
64700,685.74,32.898660587
64800,686.75,32.898608957
64900,687.77,32.898557486
65000,689.39,32.898506173
65100,691.02,32.898455018
65200,692.65,32.898404020
65300,694.27,32.898353178
65400,695.89,32.898302491
65500,697.51,32.898251959
65600,699.13,32.898201582
65700,700.74,32.898151357
65800,702.37,32.898101286
65900,704.02,32.898051366
66000,705.60,32.898001597
66100,707.27,32.897951979
66200,708.93,32.897902512
66300,710.59,32.897853193
66400,712.03,32.897804023
66500,713.67,32.897755000
66600,715.21,32.897706125
66700,716.21,32.897657396
66800,717.22,32.897608814
66900,718.22,32.897560376
67000,719.22,32.897512083
67100,720.41,32.897463935
67200,721.46,32.897415929
67300,722.53,32.897368066
67400,723.57,32.897320345
67500,724.61,32.897272765
67600,725.70,32.897225327
67700,726.72,32.897178028
67800,727.72,32.897130869
67900,728.77,32.897083849
68000,729.78,32.897036967
68100,730.78,32.896990223
68200,732.17,32.896943615
68300,733.83,32.896897145
68400,734.84,32.896850810
68500,736.23,32.896804610
68600,737.31,32.896758546
68700,738.31,32.896712615
68800,739.78,32.896666818
68900,740.98,32.896621153
69000,742.00,32.896575621
69100,743.00,32.896530221
69200,744.45,32.896484952
69300,745.54,32.896439814
69400,746.56,32.896394806
69500,747.69,32.896349927
69600,748.79,32.896305178
69700,750.41,32.896260556
69800,752.04,32.896216063
69900,753.69,32.896171697
70000,755.18,32.896127457
70100,756.45,32.896083344
70200,758.10,32.896039357
70300,759.73,32.895995494
70400,761.38,32.895951756
70500,763.03,32.895908143
70600,764.69,32.895864653
70700,766.34,32.895821286
70800,767.99,32.895778041
70900,769.65,32.895734918
71000,771.30,32.895691917
71100,772.96,32.895649037
71200,774.60,32.895606277
71300,775.66,32.895563637
71400,776.73,32.895521117
71500,777.86,32.895478716
71600,779.02,32.895436433
71700,780.07,32.895394268
71800,781.09,32.895352220
71900,782.12,32.895310289
72000,783.13,32.895268475
72100,784.14,32.895226777
72200,785.16,32.895185194
72300,786.19,32.895143727
72400,787.21,32.895102374
72500,788.23,32.895061135
72600,789.25,32.895020009
72700,790.27,32.894978997
72800,791.29,32.894938097
72900,792.31,32.894897310
73000,793.38,32.894856634
73100,794.39,32.894816070
73200,795.41,32.894775616
73300,796.69,32.894735273
73400,797.89,32.894695040
73500,798.91,32.894654916
73600,799.91,32.894614902
73700,800.92,32.894574995
73800,801.93,32.894535197
73900,802.94,32.894495507
74000,803.94,32.894455924
74100,804.95,32.894416448
74200,806.05,32.894377078
74300,807.67,32.894337814
74400,808.69,32.894298656
74500,809.70,32.894259603
74600,810.71,32.894220654
74700,811.72,32.894181810
74800,812.73,32.894143070
74900,813.74,32.894104433
75000,814.76,32.894065899
75100,815.77,32.894027468
75200,816.79,32.893989139
75300,817.79,32.893950912
75400,818.80,32.893912786
75500,819.80,32.893874761
75600,820.81,32.893836837
75700,821.82,32.893799013
75800,823.14,32.893761289
75900,824.44,32.893723664
76000,825.67,32.893686138
76100,827.32,32.893648711
76200,828.98,32.893611382
76300,830.63,32.893574151
76400,832.13,32.893537017
76500,833.14,32.893499981
76600,834.77,32.893463041
76700,836.43,32.893426197
76800,838.08,32.893389450
76900,839.74,32.893352798
77000,841.05,32.893316241
77100,842.07,32.893279779
77200,843.08,32.893243411
77300,844.10,32.893207138
77400,845.12,32.893170958
77500,846.13,32.893134872
77600,847.14,32.893098879
77700,848.15,32.893062978
77800,849.16,32.893027169
77900,850.50,32.892991453
78000,852.16,32.892955828
78100,853.82,32.892920294
78200,855.48,32.892884852
78300,856.95,32.892849499
78400,858.17,32.892814237
78500,859.84,32.892779065
78600,861.51,32.892743982
78700,862.88,32.892708989
78800,863.89,32.892674084
78900,865.06,32.892639268
79000,866.73,32.892604539
79100,868.40,32.892569899
79200,869.69,32.892535346
79300,870.95,32.892500880
79400,872.14,32.892466502
79500,873.27,32.892432209
79600,874.34,32.892398003
79700,875.71,32.892363882
79800,876.95,32.892329848
79900,878.22,32.892295898
80000,879.88,32.892262033
80100,881.55,32.892228253
80200,883.21,32.892194557
80300,884.87,32.892160944
80400,886.35,32.892127416
80500,887.80,32.892093971
80600,889.42,32.892060608
80700,891.03,32.892027329
80800,892.65,32.891994132
80900,894.21,32.891961017
81000,895.24,32.891927983
81100,896.43,32.891895031
81200,898.07,32.891862161
81300,899.70,32.891829371
81400,901.33,32.891796662
81500,902.91,32.891764032
81600,904.01,32.891731483
81700,905.03,32.891699014
81800,906.07,32.891666624
81900,907.18,32.891634313
82000,908.26,32.891602081
82100,909.37,32.891569928
82200,910.39,32.891537852
82300,911.40,32.891505855
82400,912.41,32.891473935
82500,913.42,32.891442093
82600,914.43,32.891410327
82700,915.44,32.891378639
82800,916.78,32.891347027
82900,918.39,32.891315491
83000,920.02,32.891284032
83100,921.57,32.891252648
83200,922.58,32.891221339
83300,923.58,32.891190106
83400,924.59,32.891158948
83500,925.63,32.891127864
83600,927.27,32.891096854
83700,928.90,32.891065919
83800,930.54,32.891035058
83900,932.18,32.891004270
84000,933.82,32.890973555
84100,935.46,32.890942914
84200,937.10,32.890912345
84300,938.74,32.890881848
84400,940.38,32.890851424
84500,942.02,32.890821072
84600,943.57,32.890790792
84700,945.20,32.890760583
84800,946.85,32.890730446
84900,948.21,32.890700379
85000,949.23,32.890670384
85100,950.63,32.890640458
85200,952.22,32.890610603
85300,953.22,32.890580818
85400,954.28,32.890551103
85500,955.55,32.890521457
85600,956.63,32.890491881
85700,957.65,32.890462373
85800,958.67,32.890432935
85900,959.68,32.890403564
86000,961.19,32.890374263
86100,962.36,32.890345029
86200,963.37,32.890315863
86300,964.38,32.890286764
86400,965.39,32.890257733
86500,966.93,32.890228770
86600,968.57,32.890199873
86700,970.22,32.890171042
86800,971.86,32.890142278
86900,973.22,32.890113581
87000,974.23,32.890084949
87100,975.23,32.890056383
87200,976.56,32.890027882
87300,978.19,32.889999447
87400,979.83,32.889971077
87500,981.46,32.889942772
87600,983.10,32.889914531
87700,984.73,32.889886355
87800,986.36,32.889858243
87900,988.00,32.889830195
88000,989.65,32.889802210
88100,990.67,32.889774289
88200,991.67,32.889746432
88300,992.68,32.889718638
88400,993.69,32.889690906
88500,994.70,32.889663237
88600,995.71,32.889635631
88700,997.28,32.889608087
88800,998.93,32.889580604
88900,1000.03,32.889553184
89000,1001.05,32.889525825
89100,1002.09,32.889498528
89200,1003.73,32.889471292
89300,1005.37,32.889444117
89400,1007.01,32.889417003
89500,1008.65,32.889389949
89600,1010.28,32.889362956
89700,1011.93,32.889336023
89800,1013.58,32.889309149
89900,1014.93,32.889282336
90000,1016.57,32.889255582
90100,1018.15,32.889228888
90200,1019.79,32.889202253
90300,1021.37,32.889175677
90400,1022.38,32.889149159
90500,1023.93,32.889122700
90600,1025.58,32.889096300
90700,1026.76,32.889069958
90800,1027.77,32.889043674
90900,1028.80,32.889017447
91000,1029.82,32.888991279
91100,1030.83,32.888965167
91200,1031.84,32.888939113
91300,1032.85,32.888913116
91400,1033.86,32.888887176
91500,1034.88,32.888861293
91600,1035.89,32.888835466
91700,1036.91,32.888809696
91800,1037.92,32.888783981
91900,1038.94,32.888758323
92000,1040.11,32.888732720
92100,1041.13,32.888707173
92200,1042.15,32.888681682
92300,1043.16,32.888656246
92400,1044.19,32.888630864
92500,1045.20,32.888605538
92600,1046.21,32.888580266
92700,1047.22,32.888555049
92800,1048.25,32.888529886
92900,1049.27,32.888504777
93000,1050.28,32.888479723
93100,1051.30,32.888454722
93200,1052.32,32.888429775
93300,1053.36,32.888404881
93400,1054.36,32.888380040
93500,1055.37,32.888355253
93600,1056.38,32.888330519
93700,1057.39,32.888305837
93800,1058.40,32.888281208
93900,1059.41,32.888256632
94000,1060.43,32.888232108
94100,1061.45,32.888207636
94200,1062.46,32.888183216
94300,1063.47,32.888158847
94400,1064.49,32.888134531
94500,1065.50,32.888110266
94600,1066.51,32.888086052
94700,1067.51,32.888061889
94800,1068.52,32.888037777
94900,1069.53,32.888013716
95000,1070.53,32.887989706
95100,1071.94,32.887965746
95200,1073.57,32.887941837
95300,1075.18,32.887917977
95400,1076.79,32.887894168
95500,1078.32,32.887870408
95600,1079.34,32.887846699
95700,1080.34,32.887823039
95800,1081.34,32.887799428
95900,1082.35,32.887775866
96000,1083.36,32.887752354
96100,1084.40,32.887728890
96200,1086.03,32.887705476
96300,1087.66,32.887682109
96400,1088.81,32.887658792
96500,1090.31,32.887635523
96600,1091.96,32.887612301
96700,1093.33,32.887589128
96800,1094.94,32.887566003
96900,1096.56,32.887542926
97000,1098.20,32.887519896
97100,1099.84,32.887496913
97200,1101.49,32.887473978
97300,1103.13,32.887451090
97400,1104.77,32.887428249
97500,1106.42,32.887405455
97600,1107.80,32.887382707
97700,1109.44,32.887360006
97800,1111.10,32.887337352
97900,1112.74,32.887314744
98000,1114.38,32.887292181
98100,1116.03,32.887269665
98200,1117.68,32.887247195
98300,1119.06,32.887224771
98400,1120.70,32.887202392
98500,1122.35,32.887180058
98600,1124.00,32.887157770
98700,1125.55,32.887135527
98800,1126.79,32.887113329
98900,1128.42,32.887091176
99000,1130.05,32.887069067
99100,1131.67,32.887047004
99200,1133.30,32.887024984
99300,1134.92,32.887003010
99400,1136.56,32.886981079
99500,1138.20,32.886959192
99600,1139.84,32.886937350
99700,1141.49,32.886915551
99800,1143.08,32.886893796
99900,1144.74,32.886872084
100000,1146.39,32.886850416
100100,1148.04,32.886828791
100200,1149.70,32.886807209
100300,1151.19,32.886785670
100400,1152.75,32.886764175
100500,1154.38,32.886742722
100600,1156.01,32.886721311
100700,1157.64,32.886699943
100800,1159.28,32.886678618
100900,1160.92,32.886657335
101000,1162.56,32.886636094
101100,1164.20,32.886614895
101200,1165.84,32.886593738
101300,1167.49,32.886572622
101400,1169.14,32.886551549
101500,1170.79,32.886530516
101600,1172.44,32.886509526
101700,1173.94,32.886488576
101800,1174.95,32.886467668
101900,1176.35,32.886446800
102000,1178.00,32.886425974
102100,1179.65,32.886405188
102200,1181.30,32.886384444
102300,1182.95,32.886363739
102400,1184.60,32.886343075
102500,1186.25,32.886322452
102600,1187.91,32.886301868
102700,1189.14,32.886281325
102800,1190.15,32.886260822
102900,1191.16,32.886240358
103000,1192.18,32.886219934
103100,1193.19,32.886199550
103200,1194.20,32.886179206
103300,1195.21,32.886158900
103400,1196.22,32.886138634
103500,1197.23,32.886118407
103600,1198.24,32.886098220
103700,1199.25,32.886078071
103800,1200.47,32.886057961
103900,1202.07,32.886037890
104000,1203.74,32.886017857
104100,1205.40,32.885997863
104200,1207.07,32.885977907
104300,1208.73,32.885957989
104400,1210.39,32.885938110
104500,1212.04,32.885918268
104600,1213.60,32.885898465
104700,1214.61,32.885878699
104800,1215.61,32.885858972
104900,1216.62,32.885839281
105000,1217.63,32.885819628
105100,1218.63,32.885800013
105200,1219.63,32.885780435
105300,1220.63,32.885760894
105400,1221.63,32.885741390
105500,1222.63,32.885721923
105600,1223.63,32.885702493
105700,1224.86,32.885683100
105800,1226.51,32.885663744
105900,1228.16,32.885644424
106000,1229.81,32.885625140
106100,1231.10,32.885605893
